,date,stock_main_close,stock_second_close,pbMRQ,peTTM,psTTM,pcfNcfTTM,peTTM/10,pcfNcfTTM/10,stock_main_close/100
5279,2014/12/8,1466.649,10.16647412,3.403975,161.198293,5.066497,22.578316,16.1198293,2.2578316000000003,14.66649
5280,2014/12/9,1403.389,10.08781668,3.377639,159.951111,5.027298,22.403628,15.9951111,2.2403627999999998,14.03389
5281,2014/12/10,1452.5279999999998,11.10053122,3.7167199999999996,176.008581,5.531988,24.652726,17.6008581,2.4652726,14.525279999999999
5282,2014/12/11,1465.5870000000002,11.83794472,3.963623,187.70091399999998,5.8994800000000005,26.290418,18.7700914,2.6290418,14.655870000000002
5283,2014/12/12,1479.82,11.51348278,3.8549860000000002,182.556288,5.737783,25.569833,18.2556288,2.5569832999999997,14.7982
5284,2014/12/15,1500.5639999999999,11.02187378,3.690383,174.761399,5.492788,24.478039000000003,17.476139899999996,2.4478039000000003,15.00564
5285,2014/12/16,1503.5839999999998,11.47415406,3.841818,181.932696,5.718184,25.48249,18.193269600000004,2.548249,15.035839999999999
5286,2014/12/17,1492.941,12.21156756,4.088721,193.625029,6.085676,27.120182,19.3625029,2.7120182,14.92941
5287,2014/12/18,1484.259,11.7002942,3.917535,185.51834499999998,5.830881,25.984714999999998,18.551834500000002,2.5984715,14.84259
5288,2014/12/19,1465.588,11.3561679,3.802313,180.061923,5.659384999999999,25.220458999999998,18.006192300000002,2.5220458999999997,14.655879999999998
5289,2014/12/22,1412.3010000000002,10.225467199999999,3.423728,162.13368,5.095896,22.709331,16.213368,2.2709331,14.12301
5291,2014/12/24,1404.4,9.86167654,3.3019220000000002,156.365462,4.9146,21.901403,15.6365462,2.1901403,14.044
5293,2014/12/26,1439.477,10.05832014,3.3677629999999996,159.483418,5.0125980000000006,22.338120999999997,15.9483418,2.2338120999999997,14.394770000000001
5338,2015/3/10,1691.981,10.06815232,3.371055,159.63931499999998,5.017498000000001,22.359957,15.963931500000001,2.2359957,16.919810000000002
5339,2015/3/11,1689.154,10.1271454,3.390807,160.574702,5.046897,22.490972,16.057470199999997,2.2490972,16.89154
5340,2015/3/12,1684.835,9.95999834,3.3348419999999996,157.92444,4.963598999999999,22.119761999999998,15.792444,2.2119762,16.84835
5341,2015/3/13,1708.079,10.01899142,3.3545949999999998,158.859827,4.992998,22.250777,15.8859827,2.2250777000000004,17.08079
5342,2015/3/16,1760.19,10.35328554,3.4665239999999997,164.160351,5.1595949999999995,22.993198,16.4160351,2.2993197999999997,17.6019
5343,2015/3/17,1781.775,10.73674056,3.5949139999999997,170.240364,5.350691,23.844798,17.024036399999996,2.3844798,17.81775
5344,2015/3/18,1818.376,10.9137198,3.654171,173.046524,5.438889,24.237844,17.3046524,2.4237843999999997,18.18376
5345,2015/3/19,1827.858,11.2578461,3.769393,178.502946,5.610386,25.0021,17.8502946,2.50021,18.278579999999998
5346,2015/3/20,1852.943,11.21851738,3.756224,177.879354,5.5907860000000005,24.914756,17.7879354,2.4914756000000002,18.529429999999998
5347,2015/3/23,1903.644,11.2086852,3.752932,177.723457,5.585886,24.892920999999998,17.7723457,2.4892921,19.03644
5348,2015/3/24,1922.8470000000002,10.92355198,3.657463,173.202421,5.443789,24.25968,17.3202421,2.425968,19.22847
5349,2015/3/25,1943.6879999999999,11.07103468,3.7068440000000002,175.540888,5.517288,24.587218,17.554088800000002,2.4587217999999997,19.43688
5350,2015/3/26,1914.226,10.70724402,3.585038,169.77267,5.335992,23.77929,16.977267,2.377929,19.14226
5351,2015/3/27,1935.594,10.88422326,3.6442949999999996,172.57883,5.42419,24.172335999999998,17.257883,2.4172336,19.35594
5352,2015/3/30,1948.06,11.0120416,3.6870910000000006,174.605501,5.487888,24.456203,17.460550100000003,2.4456203,19.4806
5353,2015/3/31,1958.4029999999998,10.7662371,3.60479,170.708057,5.365391000000001,23.910304999999997,17.0708057,2.3910305,19.58403
5354,2015/4/1,2005.6660000000002,10.815398,3.62125,171.487546,5.38989,24.019485,17.1487546,2.4019485,20.05666
5355,2015/4/2,2043.026,10.7662371,3.60479,170.708057,5.365391000000001,23.910304999999997,17.0708057,2.3910305,20.43026
5356,2015/4/3,2080.395,10.93338416,3.6607550000000004,173.358319,5.448689,24.281515,17.3358319,2.4281515,20.80395
5357,2015/4/7,2124.093,11.38566444,3.812189,180.529617,5.674085,25.285967000000003,18.0529617,2.5285967,21.24093
5358,2015/4/8,2109.034,11.73962292,3.8499209999999997,549.8843969999999,4.407177,-231.424592,54.9884397,0.0,21.090339999999998
5359,2015/4/9,2096.972,12.10341358,3.9692230000000004,566.924366,4.543748,-238.596041,56.6924366,0.0,20.969720000000002
5360,2015/4/10,2149.112,11.88710562,3.8982870000000003,556.792492,4.462543,-234.33193599999998,55.67924920000001,0.0,21.491120000000002
5361,2015/4/13,2187.7329999999997,11.78878382,3.866043,552.187095,4.425632,-232.39370699999998,55.218709499999996,0.0,21.87733
5362,2015/4/14,2181.887,11.80844818,3.872492,553.108175,4.433015,-232.78135299999997,55.310817500000006,0.0,21.81887
5364,2015/4/16,2126.153,11.3561679,3.7241699999999995,531.923349,4.263224,-223.865498,53.19233489999999,0.0,21.26153
5365,2015/4/17,2136.27,12.49670078,4.098199,585.345954,4.691392,-246.34895899999998,58.5345954,0.0,21.3627
5366,2015/4/20,2093.706,13.74538764,4.507696,643.8344950000001,5.160162000000001,-270.964472,64.3834495,0.0,20.93706
5367,2015/4/21,2174.925,13.34226826,4.375496,624.952367,5.008826999999999,-263.01773199999997,62.49523670000001,0.0,21.74925
5368,2015/4/22,2234.4610000000002,13.568408400000001,4.449657,635.54478,5.0937220000000005,-267.475659,63.554478,0.0,22.34461
5369,2015/4/23,2256.975,13.1751212,4.320682,617.123193,4.946078,-259.722742,61.7123193,0.0,22.56975
5370,2015/4/24,2256.362,12.9784776,4.256194,607.912399,4.872256,-255.846283,60.7912399,0.0,22.56362
5371,2015/4/27,2271.275,13.09646376,4.329661,831.999313,4.819077,-380.865763,83.1999313,0.0,22.71275
5372,2015/4/28,2208.561,12.26072846,4.053369,778.906264,4.511553,-356.561266,77.8906264,0.0,22.08561
5373,2015/4/29,2254.975,12.5360295,4.144383,796.3957389999999,4.612855000000001,-364.567453,79.6395739,0.0,22.54975
5374,2015/4/30,2267.7729999999997,12.57535822,4.157385,798.894235,4.627326999999999,-365.711194,79.88942349999999,0.0,22.67773
5375,2015/5/4,2281.655,12.57535822,4.157385,798.894235,4.627326999999999,-365.711194,79.88942349999999,0.0,22.81655
5376,2015/5/5,2217.886,11.71012638,3.871341,743.9273139999999,4.308949,-340.54889199999997,74.3927314,0.0,22.17886
5387,2015/5/20,2619.324,11.42499316,3.777077,725.813215,4.204029,-332.256769,72.5813215,0.0,26.19324
5388,2015/5/21,2713.4190000000003,11.82811254,3.9103470000000002,751.422803,4.352364,-343.980115,75.1422803,0.0,27.134190000000004
5389,2015/5/22,2740.917,11.896937800000002,3.933101,755.795172,4.37769,-345.98166200000003,75.5795172,0.0,27.40917
5390,2015/5/25,2785.071,12.57535822,4.157385,798.894235,4.627326999999999,-365.711194,79.88942349999999,0.0,27.85071
5391,2015/5/26,2884.6609999999996,12.5851904,4.160636,799.518859,4.630945,-365.99712999999997,79.95188590000001,0.0,28.84661
5392,2015/5/27,2918.0240000000003,13.11612812,4.336162,833.248561,4.826312000000001,-381.437634,83.3248561,0.0,29.18024
5393,2015/5/28,2756.926,11.80844818,3.9038459999999997,750.173555,4.345128,-343.40824399999997,75.01735550000001,0.0,27.569259999999996
5395,2015/6/1,2926.962,12.11324576,4.004612,769.5369019999999,4.457284,-352.272237,76.9536902,0.0,29.26962
5396,2015/6/2,3029.974,12.36888244,4.089125,785.7771290000001,4.55135,-359.706554,78.57771290000001,0.0,30.299740000000003
5397,2015/6/3,3041.4120000000003,12.00509178,3.9688559999999997,762.666037,4.417487,-349.126949,76.2666037,0.0,30.41412
5398,2015/6/4,3023.697,11.798616,3.9005959999999997,749.5489309999999,4.3415099999999995,-343.122309,74.95489309999999,0.0,30.23697
5399,2015/6/5,3051.955,12.61468694,4.170387,801.392732,4.6417980000000005,-366.854935,80.1392732,0.0,30.51955
5400,2015/6/8,2999.34,13.08663158,4.326411,831.374689,4.815459,-380.57982799999996,83.1374689,0.0,29.9934
5401,2015/6/9,2994.853,12.82116272,4.238648,814.509838,4.717775,-372.859576,81.4509838,0.0,29.948529999999998
5402,2015/6/10,3055.58,13.16528902,4.352415000000001,836.3716820000001,4.844402,-382.86731000000003,83.6371682,0.0,30.5558
5403,2015/6/11,3100.935,13.64706584,4.511689,866.9782630000001,5.02168,-396.87813700000004,86.69782629999999,0.0,31.00935
