,date,stock_main_close,stock_second_close,pbMRQ,peTTM,psTTM,pcfNcfTTM,pcfNcfTTM/100,peTTM/10,close/peTTM
1601,2015/4/8,2109.034,9.357652999999999,6.533285,163.13111999999998,3.588481,72.793548,0.72793548,0.72793548,
1602,2015/4/9,2096.972,10.2934183,7.186614,179.444232,3.947329,80.072903,0.80072903,0.80072903,
1603,2015/4/10,2149.112,10.52835512,7.350641,183.539864,4.037423,81.900486,0.81900486,0.81900486,
1604,2015/4/13,2187.7329999999997,10.54826502,7.364542,183.886952,4.045058,82.055366,0.82055366,0.82055366,1.432304279
1605,2015/4/14,2181.887,9.90716624,6.916942,172.710735,3.799209,77.06823299999999,0.77068233,0.77068233,
1606,2015/4/15,2101.65,9.39349082,6.558306,163.755877,3.6022239999999996,73.07233199999999,0.73072332,0.73072332,
1607,2015/4/16,2126.153,8.8399956,6.171869999999999,154.106845,3.38997,68.766671,0.68766671,0.68766671,
1608,2015/4/17,2136.27,8.80415778,6.146849,153.48208799999998,3.3762260000000004,68.487887,0.68487887,0.68487887,
1609,2015/4/20,2093.706,8.90768926,6.219132,155.28694299999998,3.415929,69.293263,0.69293263,0.69293263,
1610,2015/4/21,2174.925,9.12669816,6.372038,159.104905,3.499914,70.996942,0.70996942,0.70996942,
1611,2015/4/22,2234.4610000000002,9.27403142,6.474903,161.673353,3.5564139999999997,72.14305300000001,0.72143053,0.72143053,
1612,2015/4/23,2256.975,8.87185144,6.194111,154.66218500000002,3.402186,69.01447900000001,0.69014479,0.69014479,
1622,2015/5/8,2272.169,8.68868036,6.002174,283.170805,3.3765910000000003,53.743508999999996,0.53743509,0.53743509,
1623,2015/5/11,2373.916,8.8399956,6.1067029999999995,288.102285,3.4353949999999998,54.679464,0.54679464,0.54679464,
1624,2015/5/12,2425.902,9.13,6.278626,296.213273,3.532112,56.218863,0.56218863,0.56218863,
1625,2015/5/13,2445.873,8.85,6.086073000000001,287.128967,3.4237889999999997,54.494735999999996,0.54494736,0.54494736,
1626,2015/5/14,2454.198,9.12,6.271749,295.88883300000003,3.5282440000000004,56.157287,0.56157287,0.56157287,
1627,2015/5/15,2442.756,8.84,6.079196,286.804527,3.41992,54.43316,0.5443316,0.5443316,
1628,2015/5/18,2501.4610000000002,9.4,6.464303,304.97314,3.636567,57.881415000000004,0.57881415,0.57881415,
1629,2015/5/19,2567.2870000000003,9.8,6.739380000000001,317.95072000000005,3.791314,60.344453,0.60344453,0.60344453,
1630,2015/5/20,2619.324,10.78,7.413317999999999,349.745792,4.170446,66.378899,0.66378899,0.66378899,
1631,2015/5/21,2713.4190000000003,11.86,8.156025,384.785259,4.588264,73.029104,0.73029104,0.73029104,
1632,2015/5/22,2740.917,11.86,8.156025,384.785259,4.588264,73.029104,0.73029104,0.73029104,
1633,2015/5/25,2785.071,11.86,8.156025,384.785259,4.588264,73.029104,0.73029104,0.73029104,
1634,2015/5/26,2884.6609999999996,11.86,8.156025,384.785259,4.588264,73.029104,0.73029104,0.73029104,
1635,2015/5/27,2918.0240000000003,11.86,8.156025,384.785259,4.588264,73.029104,0.73029104,0.73029104,
1636,2015/5/28,2756.926,11.86,8.156025,384.785259,4.588264,73.029104,0.73029104,0.73029104,
1637,2015/5/29,2793.2540000000004,11.86,8.156025,384.785259,4.588264,73.029104,0.73029104,0.73029104,
1638,2015/6/1,2926.962,11.86,8.156025,384.785259,4.588264,73.029104,0.73029104,0.73029104,
1639,2015/6/2,3029.974,11.86,8.156025,384.785259,4.588264,73.029104,0.73029104,0.73029104,
1640,2015/6/3,3041.4120000000003,11.86,8.156025,384.785259,4.588264,73.029104,0.73029104,0.73029104,
1641,2015/6/4,3023.697,11.86,8.156025,384.785259,4.588264,73.029104,0.73029104,0.73029104,
1642,2015/6/5,3051.955,11.86,8.156025,384.785259,4.588264,73.029104,0.73029104,0.73029104,
1643,2015/6/8,2999.34,11.86,8.156025,384.785259,4.588264,73.029104,0.73029104,0.73029104,
1644,2015/6/9,2994.853,11.86,8.156025,384.785259,4.588264,73.029104,0.73029104,0.73029104,
1645,2015/6/10,3055.58,11.86,8.156025,384.785259,4.588264,73.029104,0.73029104,0.73029104,
1646,2015/6/11,3100.935,11.86,8.156025,384.785259,4.588264,73.029104,0.73029104,0.73029104,
1647,2015/6/12,3140.6620000000003,11.86,8.156025,384.785259,4.588264,73.029104,0.73029104,0.73029104,
1648,2015/6/15,3073.07,11.86,8.156025,384.785259,4.588264,73.029104,0.73029104,0.73029104,
1649,2015/6/16,2962.655,11.86,8.156025,384.785259,4.588264,73.029104,0.73029104,0.73029104,
1650,2015/6/17,3021.4,11.86,8.156025,384.785259,4.588264,73.029104,0.73029104,0.73029104,
1651,2015/6/18,2913.6,11.86,8.156025,384.785259,4.588264,73.029104,0.73029104,0.73029104,
1652,2015/6/19,2742.184,11.86,8.156025,384.785259,4.588264,73.029104,0.73029104,0.73029104,
1653,2015/6/23,2774.636,11.86,8.156025,384.785259,4.588264,73.029104,0.73029104,0.73029104,
1654,2015/6/24,2822.7340000000004,11.86,8.156025,384.785259,4.588264,73.029104,0.73029104,0.73029104,
1655,2015/6/25,2716.7090000000003,11.86,8.156025,384.785259,4.588264,73.029104,0.73029104,0.73029104,
1656,2015/6/26,2502.955,11.86,8.156025,384.785259,4.588264,73.029104,0.73029104,0.73029104,
1657,2015/6/29,2351.403,11.86,8.156025,384.785259,4.588264,73.029104,0.73029104,0.73029104,
1658,2015/6/30,2464.226,11.86,8.156025,384.785259,4.588264,73.029104,0.73029104,0.73029104,
1659,2015/7/1,2346.132,11.86,8.156025,384.785259,4.588264,73.029104,0.73029104,0.73029104,
1660,2015/7/2,2215.814,10.67,7.337672,346.176958,4.12789,65.70156300000001,0.65701563,0.65701563,
1661,2015/7/3,2098.478,9.6,6.601841,311.46193,3.713941,59.112933999999996,0.59112934,0.59112934,
1662,2015/7/6,2041.852,8.64,5.941657,280.315737,3.342547,53.201641,0.53201641,0.53201641,
1665,2015/7/9,1955.352,9.04,6.216734,293.293317,3.497294,55.66467900000001,0.55664679,0.55664679,
1666,2015/7/10,2035.26,9.94,6.835657,322.492873,3.845476,61.206517000000005,0.61206517,0.61206517,
1667,2015/7/13,2120.246,10.93,7.516472,354.612385,4.228476000000001,67.302538,0.67302538,0.67302538,
1668,2015/7/14,2149.516,9.86,6.780641,319.897357,3.8145260000000003,60.713908999999994,0.60713909,0.60713909,
1669,2015/7/15,2058.843,8.87,6.099826,287.777846,3.4315260000000003,54.617888,0.54617888,0.54617888,
1670,2015/7/16,2086.5170000000003,8.77,6.031057,284.53345099999996,3.392839,54.002128000000006,0.54002128,0.54002128,
1671,2015/7/17,2190.4179999999997,9.35,6.429918,303.350942,3.6172230000000005,57.573535,0.57573535,0.57573535,
1672,2015/7/20,2230.292,9.14,6.285503,296.537712,3.5359809999999996,56.280439,0.56280439,0.56280439,
1673,2015/7/21,2265.099,9.07,6.2373650000000005,294.266636,3.5089,55.84940699999999,0.55849407,0.55849407,
1674,2015/7/22,2287.98,9.02,6.20298,292.644438,3.489557,55.541528,0.55541528,0.55541528,
1675,2015/7/23,2352.649,9.92,6.821903,321.843994,3.837739,61.083365,0.61083365,0.61083365,
1676,2015/7/24,2322.706,9.79,6.7325029999999995,317.626281,3.787446,60.282877,0.60282877,0.60282877,
1677,2015/7/27,2160.092,8.81,6.058565,285.831209,3.408314,54.248431999999994,0.54248432,0.54248432,
1679,2015/7/29,2198.813,9.11,6.264872,295.564394,3.524375,56.095711,0.56095711,0.56095711,
1681,2015/7/31,2110.6220000000003,8.79,6.044811,285.18233,3.4005769999999997,54.125280000000004,0.5412528,0.5412528,
1682,2015/8/3,2053.116,9.03,6.209857,292.96887799999996,3.493425,55.603104,0.55603104,0.55603104,
1683,2015/8/4,2150.952,9.57,6.581211,310.488611,3.7023349999999997,58.928206,0.58928206,0.58928206,
1684,2015/8/5,2128.416,9.14,6.285503,296.537712,3.5359809999999996,56.280439,0.56280439,0.56280439,
1685,2015/8/6,2113.6479999999997,8.96,6.161719000000001,290.69780099999997,3.4663449999999996,55.172072,0.55172072,0.55172072,
1686,2015/8/7,2177.154,9.15,6.2923800000000005,296.862152,3.53985,56.342015,0.56342015,0.56342015,
