date,stock_main_close,stock_second_close,pbMRQ,peTTM,psTTM,pcfNcfTTM,peTTM/10,pcfNcfTTM/10,stock_main_close/100
2002/4/15,479.63,3.26788696,2.544319,88.768771,13.919961,-101.883696,8.8768771,0,4.7963
2002/4/16,478.39,3.26316458,2.540642,88.640492,13.899845,-101.736465,8.8640492,0,4.7839
2002/4/17,478.19,3.24899744,2.529611,88.255657,13.839499,-101.294773,8.8255657,0,4.7819
2002/4/18,472.18,3.19232888,2.48549,86.716314,13.598112,-99.528003,8.6716314,0,4.7218
2002/4/19,473.35,3.22066316,2.507551,87.485985,13.718805,-100.411388,8.7485985,0,4.7335
2002/4/22,471.58,3.22538554,2.511228,87.614264,13.738921,-100.558619,8.7614264,0,4.7158
2002/4/23,470.01,3.20177364,2.492844,86.972871,13.638343,-99.822465,8.6972871,0,4.7001
2002/4/24,465.84,3.14982746,2.436924,85.561807,13.417072,-98.202926,8.5561807,0,4.6584
2002/4/25,467.34,3.16871698,2.451539,86.074921,13.497534,-98.79185,8.6074921,0,4.6734
2002/4/26,475.54,3.21594078,2.488074,87.357707,13.69869,-100.264157,8.7357707,0,4.7554
2002/4/29,484.28,3.30094362,2.553838,89.666721,14.06077,-102.914311,8.9666721,0,4.8428
2002/4/30,485.28,3.34344504,2.58672,90.821228,14.24181,-104.239388,9.0821228,0,4.8528
2002/5/8,481.61,3.43789264,2.659792,93.386799,14.644121,-107.184004,9.3386799,0,4.8161
2002/5/9,483.71,3.44261502,2.663445,93.515078,14.664236,-107.331234,9.3515078,0,4.8371
2002/5/10,479.81,3.35761218,2.597681,91.206064,14.302156,-104.681081,9.1206064,0,4.7981
2002/5/13,475.11,3.3528898,2.594027,91.077785,14.282041,-104.53385,9.1077785,0,4.7511
2002/5/14,473.42,3.34816742,2.590374,90.949507,14.261925,-104.386619,9.0949507,0,4.7342
2002/5/15,469.09,3.2820541,2.539224,89.153607,13.980308,-102.325388,8.9153607,0,4.6909
2002/5/16,453.23,3.17816174,2.458846,86.331478,13.537765,-99.086311,8.6331478,0,4.5323
2002/5/17,458.75,3.24899744,2.513649,88.255657,13.839499,-101.294773,8.8255657,0,4.5875
2002/5/20,453.38,3.16871698,2.451539,86.074921,13.497534,-98.79185,8.6074921,0,4.5338
2002/5/21,469.06,3.32455552,2.572106,90.308114,14.161348,-103.650465,9.0308114,0,4.6906
2002/5/22,462.77,3.26788696,2.528263,88.768771,13.919961,-101.883696,8.8768771,0,4.6277
2002/5/23,464.9,3.26788696,2.528263,88.768771,13.919961,-101.883696,8.8768771,0,4.649
2002/5/24,458.28,3.1876065,2.466153,86.588035,13.577997,-99.380773,8.6588035,0,4.5828
2002/5/27,459.45,3.2584422,2.520956,88.512214,13.87973,-101.589234,8.8512214,0,4.5945
2002/5/28,460.16,3.26316458,2.52461,88.640492,13.899845,-101.736465,8.8640492,0,4.6016
2002/5/29,450.05,3.1639946,2.447885,85.946642,13.477419,-98.644619,8.5946642,0,4.5005
2002/5/30,449.87,3.1639946,2.447885,85.946642,13.477419,-98.644619,8.5946642,0,4.4987
2002/5/31,447.56,3.0459351,2.356546,82.739678,12.97453,-94.963849,8.2739678,0,4.4756
2002/6/3,437.07,2.93732036,2.272514,79.789271,12.511872,-91.577542,7.9789271,0,4.3707
2002/6/4,440.15,2.94676512,2.279821,80.045828,12.552103,-91.872003,8.0045828,0,4.4015
2002/6/5,429.47,2.81926086,2.181175,76.582307,12.008984,-87.896772,7.6582307,0,4.2947
2002/6/6,448.54,3.01287844,2.330971,81.841728,12.833721,-93.933234,8.1841728,0,4.4854
2002/6/7,452.87,3.03176796,2.345585,82.354842,12.914183,-94.522157,8.2354842,0,4.5287
2002/6/10,449.55,2.97982178,2.305396,80.943778,12.692912,-92.902619,8.0943778,0,4.4955
2002/6/11,453.45,3.01760082,2.334625,81.970007,12.853837,-94.080465,8.1970007,0,4.5345
2002/6/12,451.15,2.9750994,2.301743,80.8155,12.672797,-92.755388,8.08155,0,4.5115
2002/6/13,446.94,2.97037702,2.298089,80.687221,12.652681,-92.608157,8.0687221,0,4.4694
2002/6/14,441.41,2.91370846,2.254246,79.147878,12.411295,-90.841388,7.9147878,0,4.4141
2002/6/17,442.6,2.89009656,2.235979,78.506485,12.310717,-90.105234,7.8506485,0,4.426
2002/6/18,453.02,3.05537986,2.363853,82.996235,13.014761,-95.258311,8.2996235,0,4.5302
2002/6/19,448.13,3.05537986,2.363853,82.996235,13.014761,-95.258311,8.2996235,0,4.4813
2002/6/20,452.16,3.12149318,2.415003,84.792135,13.296379,-97.319542,8.4792135,0,4.5216
2002/6/21,469.84,3.28677648,2.542878,89.281885,14.000423,-102.472619,8.9281885,0,4.6984
2002/6/24,512.38,3.61734308,2.798627,98.261385,15.408512,-112.778773,9.8261385,0,5.1238
2002/6/25,507.56,3.53706262,2.736516,96.080649,15.066547,-110.27585,9.6080649,0,5.0756
2002/6/26,510.33,3.50872834,2.714595,95.310978,14.945854,-109.392465,9.5310978,0,5.1033
2002/6/27,509.76,3.5181731,2.721902,95.567535,14.986085,-109.686927,9.5567535,0,5.0976
2002/6/28,507,3.4237255,2.648831,93.001964,14.583774,-106.742311,9.3001964,0,5.07
2002/7/1,502.11,3.41428074,2.641524,92.745407,14.543543,-106.44785,9.2745407,0,5.0211
2002/7/2,507.54,3.4709493,2.685366,94.284749,14.78493,-108.214619,9.4284749,0,5.0754
2002/7/3,509.17,3.4709493,2.685366,94.284749,14.78493,-108.214619,9.4284749,0,5.0917
2002/7/4,503.89,3.41900312,2.645177,92.873685,14.563659,-106.595081,9.2873685,0,5.0389
2002/7/5,505.97,3.46622692,2.681713,94.156471,14.764814,-108.067388,9.4156471,0,5.0597
2002/7/8,510.14,3.48039406,2.692674,94.541307,14.825161,-108.509081,9.4541307,0,5.1014
2002/7/9,508.34,3.50400596,2.710941,95.182699,14.925738,-109.245235,9.5182699,0,5.0834
2002/7/10,499.58,3.43789264,2.659792,93.386799,14.644121,-107.184004,9.3386799,0,4.9958
2002/7/11,500.31,3.44261502,2.663445,93.515078,14.664236,-107.331234,9.3515078,0,5.0031
2002/7/12,500.54,3.41428074,2.641524,92.745407,14.543543,-106.44785,9.2745407,0,5.0054
2002/7/15,496.43,3.31511076,2.564799,90.051557,14.121116,-103.356004,9.0051557,0,4.9643
2002/7/16,497.25,3.33400028,2.579413,90.564671,14.201579,-103.944927,9.0564671,0,4.9725
2002/7/17,500.93,3.38594646,2.619602,91.975735,14.42285,-105.564465,9.1975735,0,5.0093
2002/7/18,501.87,3.3765017,2.612295,91.719178,14.382619,-105.270004,9.1719178,0,5.0187
2002/7/19,503.71,3.38122408,2.615949,91.847457,14.402734,-105.417234,9.1847457,0,5.0371
2002/7/22,495.9,3.38122408,2.615949,91.847457,14.402734,-105.417234,9.1847457,0,4.959
2002/7/23,493.68,3.305666,2.557492,89.795,14.080885,-103.061542,8.9795,0,4.9368
2002/7/24,491.91,3.305666,2.557492,89.795,14.080885,-103.061542,8.9795,0,4.9191
2002/7/25,489.36,3.26788696,2.528263,88.768771,13.919961,-101.883696,8.8768771,0,4.8936
2002/7/26,487.42,3.2584422,2.520956,88.512214,13.87973,-101.589234,8.8512214,0,4.8742
2002/7/29,490.19,3.29149886,2.546531,89.410164,14.020539,-102.61985,8.9410164,0,4.9019
2002/7/30,491.22,3.29149886,2.546531,89.410164,14.020539,-102.61985,8.9410164,0,4.9122
2002/7/31,486.66,3.22066316,2.491728,87.485985,13.718805,-100.411388,8.7485985,0,4.8666
2002/8/1,487.23,3.2112184,2.484421,87.229428,13.678574,-100.116927,8.7229428,0,4.8723
2002/8/2,488.91,3.24899744,2.513649,88.255657,13.839499,-101.294773,8.8255657,0,4.8891
2002/8/5,487.16,3.2112184,2.484421,87.229428,13.678574,-100.116927,8.7229428,0,4.8716
2002/8/6,492.23,3.29622124,2.523327,118.846461,16.606994,-320.01441,11.8846461,0,4.9223
2002/8/7,490.82,3.27260934,2.505251,117.995125,16.488032,-317.722043,11.7995125,0,4.9082
2002/8/8,488.1,3.23955268,2.479946,116.803255,16.321486,-314.51273,11.6803255,0,4.881
2002/8/9,484.86,3.24427506,2.483561,116.973523,16.345279,-314.971203,11.6973523,0,4.8486
2002/8/12,481.75,3.20177364,2.451025,115.441118,16.131148,-310.844943,11.5441118,0,4.8175
2002/8/13,482.33,3.2112184,2.458255,115.781653,16.178733,-311.76189,11.5781653,0,4.8233
2002/8/14,486.14,3.25371982,2.490791,117.314057,16.392863,-315.88815,11.7314057,0,4.8614
2002/8/15,482.79,3.22066316,2.465485,116.122187,16.226317,-312.678836,11.6122187,0,4.8279
2002/8/16,485.9,3.23955268,2.479946,116.803255,16.321486,-314.51273,11.6803255,0,4.859
2002/8/19,484.63,3.2584422,2.494406,117.484324,16.416655,-316.346623,11.7484324,0,4.8463
2002/8/20,491.46,3.305666,2.530557,119.186995,16.654578,-320.931357,11.9186995,0,4.9146
2002/8/21,492.23,3.33400028,2.552247,120.208598,16.797332,-323.682197,12.0208598,0,4.9223
2002/8/22,496.94,3.33400028,2.552247,120.208598,16.797332,-323.682197,12.0208598,0,4.9694
2002/8/23,495.66,3.305666,2.530557,119.186995,16.654578,-320.931357,11.9186995,0,4.9566
2002/8/26,492.08,3.29149886,2.519712,118.676194,16.583201,-319.555937,11.8676194,0,4.9208
2002/8/27,495.66,3.2820541,2.512481,118.33566,16.535617,-318.63899,11.833566,0,4.9566
2002/8/28,494.3,3.27260934,2.505251,117.995125,16.488032,-317.722043,11.7995125,0,4.943
2002/8/29,490.59,3.27260934,2.505251,117.995125,16.488032,-317.722043,11.7995125,0,4.9059
2002/8/30,491.01,3.2348303,2.476331,116.632988,16.297694,-314.054257,11.6632988,0,4.9101
2002/9/2,492.13,3.2348303,2.476331,116.632988,16.297694,-314.054257,11.6632988,0,4.9213
2002/9/3,493.65,3.2348303,2.476331,116.632988,16.297694,-314.054257,11.6632988,0,4.9365
2002/9/4,491.03,3.2112184,2.458255,115.781653,16.178733,-311.76189,11.5781653,0,4.9103
2002/9/5,484.91,3.21594078,2.46187,115.95192,16.202525,-312.220363,11.595192,0,4.8491
2002/9/6,482.53,3.19705126,2.44741,115.270851,16.107356,-310.38647,11.5270851,0,4.8253
2002/9/9,478.49,3.1639946,2.422104,114.078981,15.94081,-307.177156,11.4078981,0,4.7849
2002/9/10,479.26,3.1639946,2.422104,114.078981,15.94081,-307.177156,11.4078981,0,4.7926
2002/9/11,477.4,3.20177364,2.451025,115.441118,16.131148,-310.844943,11.5441118,0,4.774
2002/9/12,479,3.19232888,2.443795,115.100584,16.083564,-309.927996,11.5100584,0,4.79
2002/9/13,477.84,3.17816174,2.43295,114.589783,16.012187,-308.552576,11.4589783,0,4.7784
2002/9/16,470.76,3.1403827,2.404029,113.227646,15.821849,-304.884789,11.3227646,0,4.7076
2002/9/17,469.97,3.09788128,2.371493,111.695241,15.607719,-300.758529,11.1695241,0,4.6997
2002/9/18,466.69,3.069547,2.349803,110.673638,15.464965,-298.007689,11.0673638,0,4.6669
2002/9/19,476,3.15454984,2.414874,113.738447,15.893226,-306.260209,11.3738447,0,4.76
2002/9/20,470.83,3.09788128,2.371493,111.695241,15.607719,-300.758529,11.1695241,0,4.7083
2002/9/23,470.86,3.09788128,2.371493,111.695241,15.607719,-300.758529,11.1695241,0,4.7086
2002/9/24,468.55,3.07899176,2.357033,111.014173,15.51255,-298.924635,11.1014173,0,4.6855
2002/9/25,468.31,3.10260366,2.375108,111.865508,15.631511,-301.217002,11.1865508,0,4.6831
2002/9/26,464.46,3.11204842,2.382339,112.206043,15.679096,-302.133949,11.2206043,0,4.6446
2002/9/27,462.65,3.09788128,2.371493,111.695241,15.607719,-300.758529,11.1695241,0,4.6265
2002/10/8,457.8,3.0931589,2.367878,111.524974,15.583927,-300.300056,11.1524974,0,4.578
2002/10/9,448.85,2.99398892,2.291962,107.949364,15.084289,-290.672115,10.7949364,0,4.4885
2002/10/10,446.86,2.96565464,2.270271,106.927761,14.941536,-287.921275,10.6927761,0,4.4686
2002/10/11,446.27,2.95620988,2.263041,106.587227,14.893951,-287.004328,10.6587227,0,4.4627
2002/10/14,448.53,2.9750994,2.277501,107.268296,14.98912,-288.838221,10.7268296,0,4.4853
2002/10/15,447.31,2.9514875,2.259426,106.41696,14.870159,-286.545855,10.641696,0,4.4731
2002/10/16,451.45,2.95620988,2.263041,106.587227,14.893951,-287.004328,10.6587227,0,4.5145
2002/10/17,443.57,2.90898608,2.22689,104.884556,14.656029,-282.419594,10.4884556,0,4.4357
2002/10/18,444.74,2.9278756,2.24135,105.565624,14.751198,-284.253488,10.5565624,0,4.4474
2002/10/21,445.95,2.96093226,2.266656,106.757494,14.917743,-287.462801,10.6757494,0,4.4595
2002/10/22,452.63,2.98926654,2.288346,107.779097,15.060497,-290.213641,10.7779097,0,4.5263
2002/10/23,453.21,2.97982178,2.281116,107.438563,15.012912,-289.296695,10.7438563,0,4.5321
2002/10/24,449.35,2.93259798,2.244965,105.735892,14.77499,-284.711961,10.5735892,0,4.4935
2002/10/25,444.11,2.9042637,2.223275,104.714289,14.632236,-281.961121,10.4714289,0,4.4411
2002/10/28,437.33,2.8806518,2.2052,103.862953,14.513275,-279.668754,10.3862953,0,4.3733
2002/10/29,440.02,2.89481894,2.194864,104.373754,14.584652,-281.044174,10.4373754,0,4.4002
2002/10/30,439.81,2.8806518,2.184123,103.862953,14.513275,-279.668754,10.3862953,0,4.3981
2002/10/31,439.65,2.8570399,2.16622,103.011617,14.394314,-277.376387,10.3011617,0,4.3965
2002/11/1,440.35,2.89009656,2.191284,104.203487,14.56086,-280.585701,10.4203487,0,4.4035
2002/11/4,447.06,2.94676512,2.23425,106.246693,14.846367,-286.087381,10.6246693,0,4.4706
2002/11/5,454.31,3.00815606,2.280797,108.460166,15.155666,-292.047535,10.8460166,0,4.5431
2002/11/6,451.91,2.98926654,2.266475,107.779097,15.060497,-290.213641,10.7779097,0,4.5191
2002/11/7,451.38,2.9750994,2.255733,107.268296,14.98912,-288.838221,10.7268296,0,4.5138
2002/11/8,439.4,2.8806518,2.184123,103.862953,14.513275,-279.668754,10.3862953,0,4.394
2002/11/11,434.57,2.85231752,2.16264,102.84135,14.370522,-276.917914,10.284135,0,4.3457
2002/11/12,424.56,2.77203706,2.101771,99.946809,13.966053,-269.123867,9.9946809,0,4.2456
2002/11/13,426.54,2.74842516,2.083868,99.095473,13.847092,-266.8315,9.9095473,0,4.2654
2002/11/14,417.43,2.65397756,2.012257,95.690131,13.371247,-257.662032,9.5690131,0,4.1743
2002/11/15,419.35,2.66342232,2.019418,96.030665,13.418831,-258.578979,9.6030665,0,4.1935
2002/11/18,414.5,2.62564328,1.990774,94.668528,13.228493,-254.911192,9.4668528,0,4.145
2002/11/19,418.25,2.64925518,2.008677,95.519863,13.347455,-257.203559,9.5519863,0,4.1825
2002/11/20,407.17,2.54064044,1.926325,91.603719,12.800233,-246.658672,9.1603719,0,4.0717
2002/11/21,394,2.41313618,1.82965,87.006507,12.157842,-234.279891,8.7006507,0,3.94
2002/11/22,394.6,2.41313618,1.82965,87.006507,12.157842,-234.279891,8.7006507,0,3.946
2002/11/25,396.44,2.4556376,1.861875,88.538911,12.371972,-238.406151,8.8538911,0,3.9644
2002/11/26,387.59,2.40369142,1.822489,86.665972,12.110257,-233.362944,8.6665972,0,3.8759
2002/11/27,391.26,2.45091522,1.858295,88.368644,12.34818,-237.947678,8.8368644,0,3.9126
2002/11/28,402.49,2.53119568,1.919164,91.263185,12.752648,-245.741725,9.1263185,0,4.0249
2002/11/29,408.58,2.5500852,1.933486,91.944254,12.847817,-247.575618,9.1944254,0,4.0858
2002/12/2,396.71,2.4556376,1.861875,88.538911,12.371972,-238.406151,8.8538911,0,3.9671
2002/12/3,401.03,2.48397188,1.883358,89.560514,12.514726,-241.156991,8.9560514,0,4.0103
2002/12/4,402.63,2.52175092,1.912003,90.922651,12.705064,-244.824778,9.0922651,0,4.0263
2002/12/5,400.2,2.48397188,1.883358,89.560514,12.514726,-241.156991,8.9560514,0,4.002
2002/12/6,400.15,2.46980474,1.872617,89.049712,12.443349,-239.781571,8.9049712,0,4.0015
2002/12/9,398.78,2.46980474,1.872617,89.049712,12.443349,-239.781571,8.9049712,0,3.9878
2002/12/10,393.4,2.41785856,1.833231,87.176774,12.181634,-234.738364,8.7176774,0,3.934
2002/12/11,391.5,2.40369142,1.822489,86.665972,12.110257,-233.362944,8.6665972,0,3.915
2002/12/12,394.32,2.40369142,1.822489,86.665972,12.110257,-233.362944,8.6665972,0,3.9432
2002/12/13,399.17,2.46508236,1.869036,88.879445,12.419557,-239.323098,8.8879445,0,3.9917
2002/12/16,403.04,2.48869426,1.886939,89.730781,12.538518,-241.615465,8.9730781,0,4.0304
2002/12/17,406.7,2.52175092,1.912003,90.922651,12.705064,-244.824778,9.0922651,0,4.067
2002/12/18,404.31,2.48397188,1.883358,89.560514,12.514726,-241.156991,8.9560514,0,4.0431
2002/12/19,405.73,2.49813902,1.8941,90.071315,12.586103,-242.532411,9.0071315,0,4.0573
2002/12/20,410.27,2.53119568,1.919164,91.263185,12.752648,-245.741725,9.1263185,0,4.1027
2002/12/23,410.5,2.54064044,1.926325,91.603719,12.800233,-246.658672,9.1603719,0,4.105
2002/12/24,411.09,2.54064044,1.926325,91.603719,12.800233,-246.658672,9.1603719,0,4.1109
2002/12/25,408.17,2.5028614,1.89768,90.241582,12.609895,-242.990885,9.0241582,0,4.0817
2002/12/26,395.52,2.41313618,1.82965,87.006507,12.157842,-234.279891,8.7006507,0,3.9552
2002/12/27,395.68,2.41313618,1.82965,87.006507,12.157842,-234.279891,8.7006507,0,3.9568
2002/12/30,391.7,2.38007952,1.804587,85.814637,11.991296,-231.070577,8.5814637,0,3.917
2002/12/31,388.76,2.36119,1.790265,85.133568,11.896127,-229.236684,8.5133568,0,3.8876
2003/1/2,380.44,2.32813334,1.765201,83.941698,11.729581,-226.02737,8.3941698,0,3.8044
2003/1/3,381.41,2.36119,1.790265,85.133568,11.896127,-229.236684,8.5133568,0,3.8141
2003/1/6,387.16,2.38007952,1.804587,85.814637,11.991296,-231.070577,8.5814637,0,3.8716
2003/1/7,386.14,2.3848019,1.808167,85.984904,12.015088,-231.52905,8.5984904,0,3.8614
2003/1/8,395.91,2.46508236,1.869036,88.879445,12.419557,-239.323098,8.8879445,0,3.9591
2003/1/9,402.92,2.49341664,1.890519,89.901048,12.56231,-242.073938,8.9901048,0,4.0292
2003/1/10,398.89,2.47452712,1.876197,89.219979,12.467141,-240.240044,8.9219979,0,3.9889
2003/1/13,400.83,2.48397188,1.883358,89.560514,12.514726,-241.156991,8.9560514,0,4.0083
2003/1/14,419.46,2.58786424,1.96213,93.306391,13.038155,-251.243405,9.3306391,0,4.1946
2003/1/15,416.34,2.58314186,1.958549,93.136123,13.014363,-250.784932,9.3136123,0,4.1634
2003/1/16,423.5,2.61619852,1.983613,94.327993,13.180909,-253.994245,9.4327993,0,4.235
2003/1/17,421.91,2.63508804,1.997935,95.009062,13.276078,-255.828139,9.5009062,0,4.2191
2003/1/20,424.36,2.67286708,2.02658,96.371199,13.466416,-259.495926,9.6371199,0,4.2436
2003/1/21,416.27,2.58786424,1.96213,93.306391,13.038155,-251.243405,9.3306391,0,4.1627
2003/1/22,418.77,2.5736971,1.951388,92.795589,12.966779,-249.867985,9.2795589,0,4.1877
2003/1/23,414.87,2.60203138,1.972872,93.817192,13.109532,-252.618825,9.3817192,0,4.1487
2003/1/24,420.43,2.65397756,2.012257,95.690131,13.371247,-257.662032,9.5690131,0,4.2043
2003/1/27,425.93,2.70120136,2.048063,97.392802,13.609169,-262.246766,9.7392802,0,4.2593
2003/1/28,426.99,2.70120136,2.048063,97.392802,13.609169,-262.246766,9.7392802,0,4.2699
2003/1/29,426.63,2.68231184,2.033741,96.711733,13.514,-260.412873,9.6711733,0,4.2663
2003/2/10,422.52,2.61147614,1.980033,94.157726,13.157117,-253.535772,9.4157726,0,4.2252
2003/2/11,427.07,2.63508804,1.997935,95.009062,13.276078,-255.828139,9.5009062,0,4.2707
2003/2/12,432.22,2.6917566,2.040902,97.052268,13.561585,-261.329819,9.7052268,0,4.3222
2003/2/13,430.41,2.65869994,2.015838,95.860398,13.395039,-258.120506,9.5860398,0,4.3041
2003/2/14,431.85,2.73425802,2.073126,98.584672,13.775715,-265.45608,9.8584672,0,4.3185
2003/2/17,428.5,2.7862042,2.112512,100.45761,14.03743,-270.499287,10.045761,0,4.285
2003/2/18,428.63,2.77675944,2.105351,100.117076,13.989846,-269.58234,10.0117076,0,4.2863
2003/2/19,432.32,2.83815038,2.151898,102.330549,14.299145,-275.542494,10.2330549,0,4.3232
2003/2/20,431.89,2.81926086,2.137576,101.64948,14.203976,-273.7086,10.164948,0,4.3189
2003/2/21,423.07,2.70592374,2.051643,97.563069,13.632962,-262.705239,9.7563069,0,4.2307
2003/2/24,423.64,2.68231184,2.033741,96.711733,13.514,-260.412873,9.6711733,0,4.2364
2003/2/25,432.05,2.75786992,2.091029,99.436008,13.894677,-267.748446,9.9436008,0,4.3205
2003/2/26,432.03,2.72953564,2.069546,98.414405,13.751923,-264.997606,9.8414405,0,4.3203
2003/2/27,431.64,2.72009088,2.062385,98.07387,13.704338,-264.08066,9.807387,0,4.3164
2003/2/28,431.29,2.70592374,2.051643,97.563069,13.632962,-262.705239,9.7563069,0,4.3129
2003/3/3,433.61,2.71064612,2.055224,97.733336,13.656754,-263.163713,9.7733336,0,4.3361
2003/3/4,433.42,2.7153685,2.058804,97.903603,13.680546,-263.622186,9.7903603,0,4.3342
2003/3/5,431.67,2.6917566,2.040902,97.052268,13.561585,-261.329819,9.7052268,0,4.3167
2003/3/6,426.04,2.63508804,1.997935,95.009062,13.276078,-255.828139,9.5009062,0,4.2604
2003/3/7,424.96,2.63036566,1.994355,94.838795,13.252286,-255.369666,9.4838795,0,4.2496
2003/3/10,416.81,2.597309,1.969291,93.646925,13.08574,-252.160352,9.3646925,0,4.1681
2003/3/11,416.87,2.6445328,2.005096,95.349596,13.323662,-256.745086,9.5349596,0,4.1687
2003/3/12,418.86,2.64925518,2.008677,95.519863,13.347455,-257.203559,9.5519863,0,4.1886
2003/3/13,416.39,2.597309,1.969291,93.646925,13.08574,-252.160352,9.3646925,0,4.1639
2003/3/14,417.27,2.56425234,1.944227,92.455055,12.919194,-248.951038,9.2455055,0,4.1727
2003/3/17,416.92,2.58314186,1.958549,93.136123,13.014363,-250.784932,9.3136123,0,4.1692
2003/3/18,413.42,2.53591806,1.922744,91.433452,12.776441,-246.200198,9.1433452,0,4.1342
2003/3/19,414.58,2.54064044,1.926325,91.603719,12.800233,-246.658672,9.1603719,0,4.1458
2003/3/20,412.3,2.52175092,1.912003,90.922651,12.705064,-244.824778,9.0922651,0,4.123
2003/3/21,416.47,2.5500852,1.933486,91.944254,12.847817,-247.575618,9.1944254,0,4.1647
2003/3/24,416.99,2.5500852,1.933486,91.944254,12.847817,-247.575618,9.1944254,0,4.1699
2003/3/25,412.73,2.5028614,1.89768,90.241582,12.609895,-242.990885,9.0241582,0,4.1273
2003/3/26,410.33,2.51230616,1.904842,90.582116,12.657479,-243.907831,9.0582116,0,4.1033
2003/3/27,420.05,2.5500852,1.933486,91.944254,12.847817,-247.575618,9.1944254,0,4.2005
2003/3/28,419.15,2.5736971,1.951388,92.795589,12.966779,-249.867985,9.2795589,0,4.1915
2003/3/31,423.82,2.69647898,2.044482,97.222535,13.585377,-261.788293,9.7222535,0,4.2382
2003/4/1,426.82,2.6917566,2.040902,97.052268,13.561585,-261.329819,9.7052268,0,4.2682
2003/4/2,426.42,2.68703422,2.037321,96.882,13.537793,-260.871346,9.6882,0,4.2642
2003/4/3,424.6,2.63508804,1.997935,95.009062,13.276078,-255.828139,9.5009062,0,4.246
2003/4/4,426.31,2.65869994,2.015838,95.860398,13.395039,-258.120506,9.5860398,0,4.2631
2003/4/7,423.03,2.56897472,1.947808,92.625322,12.942986,-249.409512,9.2625322,0,4.2303
2003/4/8,421.49,2.53591806,1.922744,91.433452,12.776441,-246.200198,9.1433452,0,4.2149
2003/4/9,425.83,2.597309,1.969291,93.646925,13.08574,-252.160352,9.3646925,0,4.2583
2003/4/10,428.94,2.56897472,1.947808,92.625322,12.942986,-249.409512,9.2625322,0,4.2894
2003/4/11,434.75,2.64925518,2.008677,95.519863,13.347455,-257.203559,9.5519863,0,4.3475
2003/4/14,444.81,2.7153685,2.058804,97.903603,13.680546,-263.622186,9.7903603,0,4.4481
2003/4/15,449.42,2.67758946,2.043337,102.926153,17.642611,-33.864981,10.2926153,0,4.4942
2003/4/16,443.65,2.70120136,2.061355,103.833791,17.79819,-34.163614,10.3833791,0,4.4365
2003/4/17,445.78,2.82398324,2.155053,108.553508,18.607198,-35.716506,10.8553508,0,4.4578
2003/4/18,444.38,2.76731468,2.111808,106.375177,18.23381,-34.999787,10.6375177,0,4.4438
2003/4/21,437.3,2.6917566,2.054148,103.470735,17.735958,-34.044161,10.3470735,0,4.373
2003/4/22,437.91,2.67286708,2.039733,102.744625,17.611495,-33.805255,10.2744625,0,4.3791
2003/4/23,432.41,2.61619852,1.996488,100.566294,17.238107,-33.088535,10.0566294,0,4.3241
2003/4/24,420.68,2.53119568,1.93162,97.298797,16.678024,-32.013457,9.7298797,0,4.2068
2003/4/25,415.09,2.5028614,1.900697,103.125168,16.382598,-31.655097,10.3125168,0,4.1509
2003/4/28,425.45,2.5028614,1.900697,103.125168,16.382598,-31.655097,10.3125168,0,4.2545
2003/4/29,418.58,2.50758378,1.904283,103.319743,16.413508,-31.714824,10.3319743,0,4.1858
2003/4/30,418.67,2.50758378,1.904283,103.319743,16.413508,-31.714824,10.3319743,0,4.1867
2003/5/12,418.65,2.41313618,1.832559,99.428228,15.795297,-30.520292,9.9428228,0,4.1865
2003/5/13,406.51,2.36591238,1.796697,97.48247,15.486191,-29.923026,9.748247,0,4.0651
2003/5/14,415.96,2.39896904,1.8218,98.8445,15.702565,-30.341112,9.88445,0,4.1596
2003/5/15,426.95,2.49341664,1.893525,102.736016,16.320777,-31.535644,10.2736016,0,4.2695
2003/5/16,427.31,2.60203138,1.976008,107.211259,17.03172,-32.909356,10.7211259,0,4.2731
2003/5/19,429.94,2.65397756,2.015456,109.351593,17.371736,-33.566348,10.9351593,0,4.2994
2003/5/20,426.28,2.597309,1.972422,107.016683,17.000809,-32.849629,10.7016683,0,4.2628
2003/5/21,425.86,2.58314186,1.961663,106.432956,16.908077,-32.670449,10.6432956,0,4.2586
2003/5/22,428.82,2.5736971,1.954491,106.043804,16.846256,-32.550996,10.6043804,0,4.2882
2003/5/23,433.43,2.59258662,1.968835,106.822108,16.969898,-32.789902,10.6822108,0,4.3343
2003/5/26,436.31,2.58786424,1.965249,106.627532,16.938988,-32.730176,10.6627532,0,4.3631
2003/5/27,437.48,2.63036566,1.997525,108.378714,17.217183,-33.267715,10.8378714,0,4.3748
2003/5/28,434.07,2.597309,1.972422,107.016683,17.000809,-32.849629,10.7016683,0,4.3407
2003/5/29,438.95,2.597309,1.972422,107.016683,17.000809,-32.849629,10.7016683,0,4.3895
2003/5/30,441.19,2.597309,1.972422,107.016683,17.000809,-32.849629,10.7016683,0,4.4119
2003/6/2,442,2.6917566,2.044146,110.908199,17.61902,-34.044161,11.0908199,0,4.42
2003/6/3,437.08,2.63036566,1.997525,108.378714,17.217183,-33.267715,10.8378714,0,4.3708
2003/6/4,437.6,2.61147614,1.98318,107.600411,17.093541,-33.028809,10.7600411,0,4.376
2003/6/5,432.56,2.5736971,1.954491,106.043804,16.846256,-32.550996,10.6043804,0,4.3256
2003/6/6,426.21,2.55952996,1.943732,105.460077,16.753524,-32.371816,10.5460077,0,4.2621
