date,stock_main_close,stock_second_close,pbMRQ,peTTM,psTTM,pcfNcfTTM,pcfNcfTTM/100,peTTM/10,close/peTTM
2011/4/29,1200.62,10.7654976,8.84181,33.163913,3.844174,-28.116102,0,0,
2011/5/3,1214.12,11.42798976,9.385921,35.20477,4.080739,-29.846324,0,0,
2011/5/4,1187.28,11.3693316,9.337745,35.024069,4.059793,-29.693127,0,0,
2011/5/5,1190.8,11.68332528,9.595631,35.99135,4.171915,-30.51318,0,0,
2011/5/6,1195.31,11.58671184,9.516281,35.693725,4.137416,-30.260856,0,0,
2011/5/9,1203.07,11.1795552,9.18188,34.439449,3.992027,-29.197491,0,0,
2011/5/10,1210.23,11.12434752,9.136537,34.269377,3.972313,-29.053306,0,0,
2011/5/11,1212.27,11.25201528,9.241392,34.662667,4.017901,-29.386734,0,0,
2011/5/12,1194.88,10.82760624,8.892821,33.355244,3.866352,-28.278311,0,0,
2011/5/13,1201.37,10.8000024,8.870149,33.270208,3.856495,-28.206218,0,0,
2011/5/16,1198.72,11.05188744,9.077025,34.046159,3.946439,-28.864063,0,0,
2011/5/17,1197.04,11.28652008,9.269731,34.768962,4.030222,-29.47685,0,0,
2011/5/18,1202.7,11.28652008,9.269731,34.768962,4.030222,-29.47685,0,0,
2011/5/19,1197.31,11.61776616,9.541787,35.78939,4.148505,-30.34196,0,0,
2011/5/20,1192.66,11.5418556,9.479441,35.555542,4.121398,-30.143706,0,0,
2011/5/23,1149.39,11.31412392,9.292402,34.853998,4.040079,-29.548942,0,0,
2011/5/24,1150.91,11.4900984,9.436932,35.3961,4.102917,-30.008532,0,0,
2011/5/25,1134.19,11.44869264,9.402925,35.268546,4.088131,-29.900393,0,0,
2011/5/26,1123.15,11.1968076,9.196049,34.492596,3.998187,-29.242549,0,0,
2011/5/27,1101.11,10.82147045,8.742623,32.791882,3.80105,-27.800697,0,0,
2011/5/30,1090.5,10.48121676,8.467734,31.760825,3.681536,-26.926575,0,0,
2011/5/31,1111.9,10.874087,8.785132,32.951324,3.819532,-27.935871,0,0,
2011/6/1,1122.29,11.08104543,8.952333,33.578462,3.892226,-28.467554,0,0,
2011/6/2,1105.95,10.74429951,8.680277,32.558034,3.773944,-27.602443,0,0,
2011/6/3,1124.32,10.96178125,8.85598,33.217061,3.850335,-28.16116,0,0,
2011/6/7,1132.69,11.02492111,8.90699,33.408391,3.872513,-28.323369,0,0,
2011/6/8,1136.53,10.9442424,8.84181,33.163913,3.844174,-28.116102,0,0,
2011/6/9,1113.02,10.8390093,8.756793,32.84503,3.807211,-27.845755,0,0,
2011/6/10,1113.32,10.4531546,8.445062,31.675789,3.671679,-26.854482,0,0,
2011/6/13,1110.89,10.16200969,8.209847,30.793544,3.569414,-26.106522,0,0,
2011/6/14,1128.42,10.2076107,8.246688,30.931727,3.585432,-26.223672,0,0,
2011/6/15,1118.17,10.31635157,8.33454,31.26124,3.623627,-26.503031,0,0,
2011/6/16,1097.17,10.26724279,8.294865,31.112428,3.606377,-26.376869,0,0,
2011/6/17,1085.11,10.2777661,8.303367,31.144316,3.610074,-26.403904,0,0,
2011/6/20,1073.19,10.2076107,8.246688,30.931727,3.585432,-26.223672,0,0,
2011/6/21,1088.77,10.47770899,8.4649,31.750195,3.680304,-26.917563,0,0,
2011/6/22,1088.35,10.39001474,8.394052,31.484459,3.649501,-26.692274,0,0,
2011/6/23,1111.18,10.48472453,8.470567,31.771454,3.682768,-26.935587,0,0,
2011/6/24,1136.39,10.52331,8.50174,31.888378,3.696321,-27.034714,0,0,
2011/6/27,1148.63,10.44964683,8.442228,31.66516,3.670447,-26.845471,0,0,
2011/6/28,1152,10.42509244,8.422391,31.590753,3.661822,-26.78239,0,0,
2011/6/29,1139.86,10.10588537,8.164505,30.623473,3.5497,-25.962337,0,0,
2011/6/30,1155.89,10.51278669,8.493239,31.85649,3.692625,-27.007679,0,0,
2011/7/1,1162.07,10.5934654,8.558419,32.100968,3.720963,-27.214945,0,0,
2011/7/4,1188.91,10.9793201,8.870149,33.270208,3.856495,-28.206218,0,0,
2011/7/5,1195.83,11.06701435,8.940997,33.535945,3.887298,-28.431507,0,0,
2011/7/6,1200.58,10.9793201,8.870149,33.270208,3.856495,-28.206218,0,0,
2011/7/7,1202.32,11.18277076,9.034516,33.886717,3.927957,-28.728889,0,0,
2011/7/8,1201.5,10.99685895,8.884319,33.323355,3.862656,-28.251276,0,0,
2011/7/11,1210.34,11.1196309,8.983506,33.695386,3.905779,-28.566681,0,0,
2011/7/12,1192.49,11.20732515,9.054354,33.961123,3.936582,-28.79197,0,0,
2011/7/13,1214.83,11.46339236,9.261229,34.737073,4.026526,-29.449815,0,0,
2011/7/14,1223.73,11.60721093,9.37742,35.172881,4.077042,-29.819289,0,0,
2011/7/15,1232.84,11.62124201,9.388755,35.215399,4.081971,-29.855336,0,0,
2011/7/18,1232.54,11.45988459,9.258395,34.726444,4.025294,-29.440803,0,0,
2011/7/19,1217.03,11.23187954,9.074191,34.035529,3.945207,-28.855051,0,0,
2011/7/20,1219.46,11.64228863,9.405759,35.279176,4.089363,-29.909405,0,0,
2011/7/21,1206.08,11.41077581,9.218721,34.577632,4.008044,-29.314641,0,0,
2011/7/22,1211.15,11.56862546,9.346247,35.055957,4.063489,-29.720162,0,0,
2011/7/25,1165.7,11.0845532,8.955167,33.589092,3.893458,-28.476565,0,0,
2011/7/26,1171.27,11.2599417,9.096862,34.120565,3.955064,-28.927144,0,0,
2011/7/27,1190.83,11.29151163,9.122368,34.21623,3.966153,-29.008248,0,0,
2011/7/28,1189.13,11.224864,9.068523,34.01427,3.942743,-28.837028,0,0,
2011/7/29,1178.7,11.2599417,9.096862,34.120565,3.955064,-28.927144,0,0,
2011/8/1,1183.98,11.4353302,9.238558,34.652038,4.016669,-29.377722,0,0,
2011/8/2,1179.99,11.58265654,9.357582,35.098475,4.068418,-29.756208,0,0,
2011/8/3,1185.17,11.63176532,9.397257,35.247288,4.085667,-29.88237,0,0,
2011/8/4,1187.9,11.57914877,9.354748,35.087846,4.067185,-29.747197,0,0,
2011/8/5,1164.95,11.63176532,9.397257,35.247288,4.085667,-29.88237,0,0,
2011/8/8,1113.37,11.3651748,9.18188,34.439449,3.992027,-29.197491,0,0,
2011/8/9,1111.4,11.224864,9.068523,34.01427,3.942743,-28.837028,0,0,
2011/8/10,1127.03,11.19680184,9.045852,33.929235,3.932886,-28.764936,0,0,
2011/8/11,1147.17,11.79312274,9.527617,35.736243,4.142344,-30.296903,0,0,
2011/8/12,1158.96,12.1018065,9.777002,36.671635,4.250769,-31.089921,0,0,
2011/8/15,1175.41,12.2070396,9.862019,36.990519,4.287733,-31.360268,0,0,
2011/8/16,1166.84,11.96500347,9.666479,36.257086,4.202717,-30.73847,0,0,
2011/8/17,1163.87,11.84573929,9.570126,35.895685,4.160826,-30.432076,0,0,
2011/8/18,1142.91,11.6457964,9.408593,35.289805,4.090595,-29.918417,0,0,
2011/8/19,1133.84,11.90887915,9.621136,36.087015,4.183004,-30.594284,0,0,
2011/8/22,1124.17,11.59668762,10.38444,30.373847,3.795523,-37.045288,0,0,
2011/8/23,1144.05,11.926418,10.679703,31.237472,3.903442,-38.098602,0,0,
2011/8/24,1144.74,12.02463556,10.767653,31.494721,3.935588,-38.412355,0,0,
2011/8/25,1166.79,11.82820044,10.591752,30.980222,3.871296,-37.784849,0,0,
2011/8/26,1169.95,11.25292616,10.076614,29.473473,3.683012,-35.947151,0,0,
2011/8/29,1159.52,11.45988459,10.261938,30.015535,3.750749,-36.608274,0,0,
2011/8/30,1148.29,11.4002525,10.208539,29.859348,3.731231,-36.417781,0,0,
2011/8/31,1143.34,11.24941839,10.073472,29.464286,3.681864,-35.935946,0,0,
2011/9/1,1136.75,11.38271365,10.192834,29.81341,3.725491,-36.361754,0,0,
2011/9/2,1124.44,11.224864,10.051485,29.399973,3.673828,-35.857508,0,0,
2011/9/5,1097.07,11.05649104,9.900713,28.958974,3.61872,-35.319645,0,0,
2011/9/6,1085.35,10.96879679,9.822185,28.729286,3.590019,-35.039508,0,0,
2011/9/7,1111.23,11.23187954,10.057767,29.418348,3.676124,-35.879919,0,0,
2011/9/8,1100.53,11.1547086,9.988663,29.216223,3.650866,-35.633398,0,0,
2011/9/9,1094.03,11.01089003,9.859878,28.839536,3.603796,-35.173974,0,0,
2011/9/13,1077.13,10.73728397,9.614873,28.122912,3.514246,-34.299947,0,0,
2011/9/14,1087.5,10.6986985,9.580321,28.021849,3.501617,-34.176687,0,0,
2011/9/15,1089.83,10.74780728,9.624297,28.150474,3.51769,-34.333563,0,0,
2011/9/16,1089.99,10.73026843,9.608591,28.104537,3.51195,-34.277536,0,0,
2011/9/19,1067.48,10.51629446,9.416985,27.5441,3.441917,-33.594002,0,0,
2011/9/20,1071.6,10.51980223,9.420126,27.553287,3.443066,-33.605208,0,0,
2011/9/21,1102.29,10.70571404,9.586604,28.040224,3.503913,-34.199098,0,0,
2011/9/22,1070.78,10.35142927,9.269354,27.112288,3.387958,-33.067345,0,0,
2011/9/23,1060.67,10.22514955,9.156274,26.781538,3.346628,-32.663948,0,0,
2011/9/26,1043.47,9.9971445,8.952104,26.184351,3.272003,-31.935593,0,0,
2011/9/27,1047.68,9.84280262,8.813896,25.780101,3.221488,-31.442552,0,0,
2011/9/28,1032.18,9.81123269,8.785626,25.697414,3.211155,-31.341703,0,0,
2011/9/29,1006.11,9.5411344,8.543762,24.989977,3.122754,-30.478881,0,0,
2011/9/30,1004.52,9.54814994,8.550044,25.008352,3.12505,-30.501292,0,0,
2011/10/10,997.84,9.55867325,8.559468,25.035915,3.128494,-30.534909,0,0,
2011/10/11,992.31,9.3657459,8.386708,24.530603,3.06535,-29.918608,0,0,
2011/10/12,1027.06,9.7165229,8.700817,25.449352,3.180157,-31.039155,0,0,
2011/10/13,1039.89,9.53061109,8.534339,24.962415,3.119309,-30.445265,0,0,
2011/10/14,1035.62,9.4008236,8.418119,24.622478,3.076831,-30.030663,0,0,
2011/10/17,1040.81,9.470979,8.48094,24.806227,3.099792,-30.254772,0,0,
2011/10/18,1010.46,9.470979,8.48094,24.806227,3.099792,-30.254772,0,0,
2011/10/19,1004.2,9.35873036,8.380425,24.512228,3.063054,-29.896197,0,0,
2011/10/20,974.86,9.22192733,8.257923,24.153915,3.018279,-29.459184,0,0,
2011/10/21,959.12,9.37276144,8.39299,24.548978,3.067646,-29.941019,0,0,
2011/10/24,977.03,9.66390635,8.6537,25.311539,3.162936,-30.871073,0,0,
2011/10/25,1002.9,10.1023776,9.046336,26.459976,3.306445,-32.271757,0,0,
2011/10/26,1012.7,10.13394753,9.074606,26.542663,3.316778,-32.372606,0,0,
2011/10/27,1013.19,10.00416004,8.958386,26.202726,3.274299,-31.958004,0,0,
2011/10/28,1035.88,10.39703028,8.318015,25.184803,3.15494,-79.862162,0,0,
2011/10/31,1040.93,10.75482282,8.604263,26.051486,3.26351,-82.610455,0,0,
2011/11/1,1041.51,10.76534613,8.612682,26.076977,3.266704,-82.691287,0,0,
2011/11/2,1060.17,10.90214916,8.722129,26.408356,3.308216,-83.742105,0,0,
2011/11/3,1064.62,10.8039316,8.643552,26.170443,3.278412,-82.987671,0,0,
2011/11/4,1071.34,10.52331,8.419044,25.490691,3.193259,-80.832147,0,0,
2011/11/7,1065.31,10.47069345,8.376949,25.363238,3.177292,-80.427987,0,0,
2011/11/8,1054.74,10.44263129,8.354498,25.295263,3.168777,-80.212434,0,0,
2011/11/9,1071.04,10.63205087,8.506041,25.754095,3.226256,-81.667413,0,0,
2011/11/10,1058.72,10.4882323,8.39098,25.405722,3.182615,-80.562707,0,0,
2011/11/11,1056.94,10.46718568,8.374142,25.354741,3.176228,-80.401043,0,0,
2011/11/14,1083.04,10.88461031,8.708098,26.365872,3.302894,-83.607384,0,0,
2011/11/15,1086.94,10.67765188,8.542523,25.864555,3.240093,-82.017686,0,0,
2011/11/16,1059.24,10.39352251,8.315209,25.176306,3.153875,-79.835218,0,0,
2011/11/17,1060.55,10.2777661,8.222599,24.895908,3.118749,-78.946064,0,0,
2011/11/18,1031.54,10.2076107,8.166472,24.72597,3.097461,-78.407183,0,0,
2011/11/21,1031.5,10.14096307,8.113152,24.564529,3.077237,-77.895246,0,0,
2011/11/22,1031.17,10.13394753,8.107539,24.547536,3.075108,-77.841358,0,0,
2011/11/23,1027.14,10.14447084,8.115958,24.573026,3.078301,-77.92219,0,0,
2011/11/24,1026.97,10.1374553,8.110346,24.556032,3.076173,-77.868302,0,0,
2011/11/25,1019.69,10.0672999,8.054219,24.386095,3.054884,-77.329421,0,0,
2011/11/28,1020.52,10.07080767,8.057025,24.394591,3.055949,-77.356365,0,0,
2011/11/29,1035.55,9.99363673,7.995285,24.20766,3.032531,-76.763596,0,0,
2011/11/30,994.02,9.821756,7.857774,23.791312,2.980375,-75.443338,0,0,
2011/12/1,1014.19,9.821756,7.857774,23.791312,2.980375,-75.443338,0,0,
2011/12/2,994.54,9.64987527,7.720263,23.374964,2.928218,-74.123079,0,0,
2011/12/5,964.56,9.37626921,7.501368,22.712206,2.845194,-72.021443,0,0,
2011/12/6,966.46,9.39030029,7.512593,22.746193,2.849451,-72.12922,0,0,
2011/12/7,969.68,9.59024318,7.672555,23.230517,2.910123,-73.66503,0,0,
2011/12/8,970.95,9.71301513,7.770777,23.527908,2.947378,-74.608072,0,0,
2011/12/9,961.81,9.60076649,7.680974,23.256007,2.913316,-73.745862,0,0,
2011/12/12,949.77,9.29208273,7.434016,22.50828,2.819647,-71.374786,0,0,
2011/12/13,921.32,9.2605128,7.408759,22.431808,2.810068,-71.13229,0,0,
2011/12/14,906.46,9.35873036,7.487336,22.669721,2.839871,-71.886723,0,0,
2011/12/15,886.01,9.52359555,7.619235,23.069076,2.889899,-73.153093,0,0,
2011/12/16,910.35,9.7516006,7.801647,23.621374,2.959086,-74.904457,0,0,
2011/12/19,912.85,9.73406175,7.787616,23.578889,2.953764,-74.769736,0,0,
2011/12/20,909.02,9.6814452,7.74552,23.451436,2.937798,-74.365576,0,0,
2011/12/21,888.16,9.2955905,7.436822,22.516777,2.820712,-71.40173,0,0,
2011/12/22,879.37,9.43239353,7.54627,22.848156,2.862224,-72.452548,0,0,
2011/12/23,885.3,9.2605128,7.408759,22.431808,2.810068,-71.13229,0,0,
2011/12/26,876.9,8.87816587,7.102867,21.505646,2.694046,-68.195388,0,0,
2011/12/27,853.97,8.53089664,6.825038,20.664454,2.588668,-65.527928,0,0,
2011/12/28,849.76,8.63963751,6.912035,20.927857,2.621665,-66.363193,0,0,
2011/12/29,850.94,8.8395804,7.071997,21.412181,2.682337,-67.899004,0,0,
2011/12/30,866.65,9.10967869,7.288086,22.066442,2.764298,-69.973696,0,0,
2012/1/4,843.72,8.56597434,6.853102,20.749423,2.599313,-65.797368,0,0,
2012/1/5,813.99,8.15556525,6.524759,19.755286,2.474776,-62.644914,0,0,
2012/1/6,817.78,8.01525445,6.412505,19.41541,2.432199,-61.567152,0,0,
2012/1/9,848.21,8.21870511,6.575273,19.90823,2.493935,-63.129907,0,0,
2012/1/10,880.86,8.4537257,6.763299,20.477522,2.565251,-64.935158,0,0,
2012/1/11,880.71,8.2432595,6.594918,19.967708,2.501386,-63.318515,0,0,
2012/1/12,876.81,7.91703689,6.333927,19.177497,2.402395,-60.812719,0,0,
2012/1/13,845.93,7.8223271,6.258156,18.94808,2.373656,-60.08523,0,0,
2012/1/16,818.18,7.7521717,6.202029,18.778142,2.352367,-59.546349,0,0,
2012/1/17,860.25,7.95562236,6.364797,19.270963,2.414104,-61.109103,0,0,
2012/1/18,837.4,7.71358623,6.171159,18.684677,2.340659,-59.249964,0,0,
2012/1/19,847.68,7.7521717,6.202029,18.778142,2.352367,-59.546349,0,0,
2012/1/20,861.15,7.82934264,6.263769,18.965074,2.375784,-60.139118,0,0,
2012/1/30,855.09,7.76620278,6.213254,18.81213,2.356625,-59.654125,0,0,
2012/1/31,855.2,7.83285041,6.266575,18.973571,2.376849,-60.166062,0,0,
2012/2/1,849.59,7.72410954,6.179578,18.710167,2.343852,-59.330796,0,0,
2012/2/2,865.72,7.8574048,6.286219,19.033049,2.3843,-60.35467,0,0,
2012/2/3,878.29,8.20116626,6.561241,19.865745,2.488613,-62.995187,0,0,
2012/2/6,885.16,8.40461692,6.72401,20.358565,2.550349,-64.557942,0,0,
2012/2/7,869.87,8.42917131,6.743654,20.418044,2.5578,-64.74655,0,0,
2012/2/8,893.82,8.53440441,6.827845,20.672951,2.589733,-65.554872,0,0,
2012/2/9,898.89,8.52738887,6.822232,20.655957,2.587604,-65.500983,0,0,
2012/2/10,903.64,8.83256486,7.066384,21.395187,2.680208,-67.845116,0,0,
2012/2/13,912.31,8.80801047,7.04674,21.335709,2.672758,-67.656507,0,0,
2012/2/14,912.31,8.6992696,6.959743,21.072305,2.639761,-66.821242,0,0,
2012/2/15,925.99,8.8395804,7.071997,21.412181,2.682337,-67.899004,0,0,
2012/2/16,923.4,8.6992696,6.959743,21.072305,2.639761,-66.821242,0,0,
2012/2/17,921.02,8.61508312,6.892391,20.868379,2.614214,-66.174585,0,0,
2012/2/20,923.32,8.71680845,6.973775,21.114789,2.645083,-66.955962,0,0,
2012/2/21,933.97,8.769425,7.01587,21.242243,2.661049,-67.360123,0,0,
2012/2/22,954.23,9.120202,7.296505,22.091932,2.767491,-70.054528,0,0,
2012/2/23,958.8,8.99743005,7.198282,21.794541,2.730236,-69.111486,0,0,
2012/2/24,972.62,9.0149689,7.212314,21.837025,2.735558,-69.246206,0,0,
2012/2/27,975.62,8.95884458,7.167413,21.701075,2.718528,-68.815101,0,0,
2012/2/28,969.51,8.68874629,6.951324,21.046814,2.636567,-66.74041,0,0,
2012/2/29,956.99,8.40461692,6.72401,19.872267,2.421283,-64.557942,0,0,
2012/3/1,960.75,8.44671016,6.757686,19.971794,2.43341,-64.88127,0,0,
2012/3/2,980.77,8.72031622,6.976581,20.618721,2.512233,-66.982906,0,0,
2012/3/5,981.2,8.55194326,6.841876,20.220612,2.463726,-65.689592,0,0,
2012/3/6,971.8,8.3835703,6.707172,19.822503,2.41522,-64.396277,0,0,
2012/3/7,967.05,8.35901591,6.687527,19.764446,2.408146,-64.207669,0,0,
2012/3/8,980.02,8.39760138,6.718397,19.855679,2.419262,-64.504054,0,0,
2012/3/9,995.87,8.58702096,6.86994,20.303551,2.473832,-65.959032,0,0,
2012/3/12,999.63,8.92727465,7.142155,21.108063,2.571855,-68.572605,0,0,
2012/3/13,1010.46,9.23946618,7.39192,21.846223,2.661794,-70.970625,0,0,
2012/3/14,969.12,9.0851243,7.268441,21.48129,2.61733,-69.785087,0,0,
2012/3/15,960.96,9.08863207,7.271247,21.489584,2.618341,-69.812031,0,0,
2012/3/16,982.85,9.2955905,7.436822,21.978926,2.677963,-71.40173,0,0,
2012/3/19,993.75,9.30611381,7.445241,22.003808,2.680995,-71.482562,0,0,
2012/3/20,972.03,9.2605128,7.408759,21.895987,2.667858,-71.13229,0,0,
2012/3/21,971.93,9.1903574,7.352632,21.730108,2.647647,-70.593409,0,0,
2012/3/22,969.98,9.05706214,7.24599,21.414939,2.609246,-69.569535,0,0,
2012/3/23,952.81,8.9097358,7.128124,21.066593,2.566803,-68.437885,0,0,
2012/3/26,952.76,8.84308817,7.074803,20.909009,2.547602,-67.925948,0,0,
2012/3/27,948.1,8.82554932,7.060771,20.867539,2.542549,-67.791228,0,0,
2012/3/28,909.58,8.54492772,6.836264,20.204024,2.461705,-65.635704,0,0,
2012/3/29,895.07,8.23624396,6.589305,19.474158,2.372777,-63.264627,0,0,
2012/3/30,891.84,8.19064295,6.552822,19.366337,2.359639,-62.914355,0,0,
2012/4/5,919.42,8.46074124,6.768911,20.00497,2.437452,-64.989047,0,0,
2012/4/6,925.53,8.29587605,6.637013,19.615155,2.389956,-63.722676,0,0,
2012/4/9,915.77,7.93808351,6.350765,18.769174,2.28688,-60.974383,0,0,
2012/4/10,924.28,8.067871,6.4546,19.076049,2.32427,-61.971313,0,0,
2012/4/11,927.37,7.91352912,6.331121,18.711116,2.279806,-60.785775,0,0,
2012/4/12,945.33,8.02577776,6.420924,18.976522,2.312143,-61.647984,0,0,
2012/4/13,950.91,8.09944093,6.479857,19.150695,2.333365,-62.213809,0,0,
2012/4/16,949.23,8.02577776,6.420924,18.976522,2.312143,-61.647984,0,0,
2012/4/17,936.74,8.00122337,6.40128,18.918464,2.30507,-61.459376,0,0,
2012/4/18,956.49,8.19064295,6.552822,19.366337,2.359639,-62.914355,0,0,
2012/4/19,954.27,8.14504194,6.51634,19.258516,2.346502,-62.564082,0,0,
2012/4/20,961.77,8.1731041,6.538791,19.324867,2.354587,-62.779634,0,0,
2012/4/23,944.87,7.93106797,6.345153,18.752586,2.284859,-60.920495,0,0,
2012/4/24,936.51,7.71358623,6.171159,18.238362,2.222204,-59.249964,0,0,
2012/4/25,944.65,7.75567947,6.204835,18.337889,2.234331,-59.573293,0,0,
2012/4/26,943.03,7.81531156,5.426977,18.566553,2.25151,1675.513508,16.75513508,16.75513508,
2012/4/27,940.35,8.11347201,5.319731,18.741812,2.21199,27.174314,0.27174314,0.27174314,
2012/5/2,956.23,8.3835703,5.496825,19.365729,2.285627,28.078949,0.28078949,0.28078949,
2012/5/3,961.99,8.2783372,5.427827,19.122644,2.256937,27.726494,0.27726494,0.27726494,
2012/5/4,972.3,8.28535274,5.432427,19.13885,2.25885,27.749991,0.27749991,0.27749991,
2012/5/7,981.49,8.42215577,5.522124,19.45486,2.296147,28.208183,0.28208183,0.28208183,
2012/5/8,980.26,8.54492772,5.602622,19.738458,2.329618,28.619381,0.28619381,0.28619381,
2012/5/9,963.18,8.42215577,5.522124,19.45486,2.296147,28.208183,0.28208183,0.28208183,
2012/5/10,966.66,8.44671016,5.538224,19.51158,2.302841,28.290422,0.28290422,0.28290422,
2012/5/11,960.53,8.2432595,5.404828,19.041616,2.247374,27.609009,0.27609009,0.27609009,
2012/5/14,956.19,8.1029487,5.312831,18.717504,2.209121,27.139068,0.27139068,0.27139068,
2012/5/15,955.4,8.08891762,5.303631,18.685092,2.205295,27.092074,0.27092074,0.27092074,
2012/5/16,942.04,8.08891762,5.303631,18.685092,2.205295,27.092074,0.27092074,0.27092074,
2012/5/17,954.95,8.04682438,5.276032,18.587859,2.193819,26.951092,0.26951092,0.26951092,
2012/5/18,940.91,8.01174668,5.253033,18.506831,2.184256,26.833607,0.26833607,0.26833607,
2012/5/21,941.67,8.01174668,5.253033,18.506831,2.184256,26.833607,0.26833607,0.26833607,
2012/5/22,955.7,8.06085546,5.285232,18.62027,2.197645,26.998086,0.26998086,0.26998086,
2012/5/23,954.83,8.067871,5.289832,18.636476,2.199557,27.021583,0.27021583,0.27021583,
2012/5/24,945.95,8.18713518,5.368029,18.911971,2.232073,27.421032,0.27421032,0.27421032,
2012/5/25,935.05,8.06706441,5.098938,17.963942,2.120182,26.046456,0.26046456,0.26046456,
2012/5/28,948.42,7.97245743,5.03914,17.753269,2.095317,25.740995,0.25740995,0.25740995,
2012/5/29,962.85,8.10345171,5.121937,18.04497,2.129745,26.163941,0.26163941,0.26163941,
2012/5/30,964.26,8.06342568,5.096638,17.955839,2.119226,26.034708,0.26034708,0.26034708,
2012/5/31,967.59,8.01248346,5.064439,17.8424,2.105837,25.870229,0.25870229,0.25870229,
2012/6/1,966.79,8.0415933,5.082838,17.907222,2.113488,25.964217,0.25964217,0.25964217,
2012/6/4,939.33,7.9324314,5.013841,17.664138,2.084798,25.611761,0.25611761,0.25611761,
2012/6/5,937.39,7.9688187,5.03684,17.745166,2.094361,25.729246,0.25729246,0.25729246,
2012/6/6,935.51,8.08525806,5.110437,18.004456,2.124964,26.105199,0.26105199,0.26105199,
2012/6/7,931.83,8.15803266,5.156436,18.166512,2.14409,26.340169,0.26340169,0.26340169,
2012/6/8,928.86,8.1143679,5.128837,18.069278,2.132614,26.199187,0.26199187,0.26199187,
2012/6/11,945.62,8.25627837,5.218534,18.385288,2.169911,26.657379,0.26657379,0.26657379,
2012/6/12,942.18,8.32541424,5.262233,18.539242,2.188081,26.880601,0.26880601,0.26880601,
2012/6/13,959.11,8.6237901,5.450827,19.203673,2.2665,27.843979,0.27843979,0.27843979,
2012/6/14,954.07,8.63106756,5.455426,19.219878,2.268413,27.867476,0.27867476,0.27867476,
2012/6/15,954.31,8.56193169,5.411728,19.065925,2.250243,27.644254,0.27644254,0.27644254,
2012/6/18,964.71,8.58376407,5.425527,19.114542,2.255981,27.714745,0.27714745,0.27714745,
2012/6/19,958,8.51826693,5.384129,18.968691,2.238767,27.503272,0.27503272,0.27503272,
2012/6/20,956.23,8.51098947,5.379529,18.952485,2.236854,27.479775,0.27479775,0.27479775,
2012/6/21,943.06,8.51826693,5.384129,18.968691,2.238767,27.503272,0.27503272,0.27503272,
2012/6/25,919.4,8.49643455,5.370329,18.920074,2.233029,27.432781,0.27432781,0.27432781,
2012/6/26,918.24,8.52554439,5.388729,18.984897,2.240679,27.526769,0.27526769,0.27526769,
2012/6/27,918.38,8.64562248,5.464626,19.25229,2.272238,27.91447,0.2791447,0.2791447,
2012/6/28,909.28,8.6601774,5.473826,19.284701,2.276064,27.961464,0.27961464,0.27961464,
2012/6/29,921.4,8.7693393,5.542824,19.527785,2.304754,28.31392,0.2831392,0.2831392,
2012/7/2,932.54,8.70020343,5.499125,19.373832,2.286583,28.090698,0.28090698,0.28090698,
2012/7/3,936.25,8.35452408,5.280632,18.604064,2.195732,26.974589,0.26974589,0.26974589,
2012/7/4,931.65,8.11072917,5.126537,18.061176,2.131658,26.187438,0.26187438,0.26187438,
2012/7/5,914.31,7.8596568,4.967842,17.502081,2.065671,25.376791,0.25376791,0.25376791,
2012/7/6,934.85,7.86329553,4.970142,17.510184,2.066628,25.388539,0.25388539,0.25388539,
2012/7/9,914.21,7.55400348,4.774648,16.821445,1.98534,24.389916,0.24389916,0.24389916,
2012/7/10,905.75,7.60858443,4.809147,16.942987,1.999685,24.566143,0.24566143,0.24566143,
2012/7/11,913.46,7.641333,4.829846,17.015912,2.008291,24.67188,0.2467188,0.2467188,
2012/7/12,928.21,7.641333,4.829846,17.015912,2.008291,24.67188,0.2467188,0.2467188,
2012/7/13,922.62,7.3502346,4.645852,16.367687,1.931785,23.731999,0.23731999,0.23731999,
2012/7/16,889.1,7.17921429,4.537756,15.986855,1.886838,23.179819,0.23179819,0.23179819,
2012/7/17,893.51,7.38298317,4.666552,16.440613,1.940392,23.837736,0.23837736,0.23837736,
2012/7/18,896.18,7.49214507,4.735549,16.683697,1.969082,24.190191,0.24190191,0.24190191,
2012/7/19,903.25,7.68499776,4.857445,17.113146,2.019767,24.812862,0.24812862,0.24812862,
2012/7/20,895.62,7.61222316,4.811447,16.95109,2.000641,24.577892,0.24577892,0.24577892,
2012/7/23,886.47,7.51761618,4.751649,16.740417,1.975776,24.272431,0.24272431,0.24272431,
2012/7/24,893.61,7.51761618,4.751649,16.740417,1.975776,24.272431,0.24272431,0.24272431,
2012/7/25,887.54,7.41937047,4.689551,16.521641,1.949955,23.955221,0.23955221,0.23955221,
2012/7/26,880.76,7.3866219,4.668851,16.448715,1.941348,23.849484,0.23849484,0.23849484,
2012/7/27,876.25,7.3866219,4.668851,16.448715,1.941348,23.849484,0.23849484,0.23849484,
2012/7/30,861.82,7.33567968,4.636653,16.335276,1.92796,23.685005,0.23685005,0.23685005,
2012/7/31,849.96,7.47395142,4.72405,16.643183,1.9643,24.131448,0.24131448,0.24131448,
2012/8/1,862.7,7.36842825,4.657352,16.408201,1.936567,23.790741,0.23790741,0.23790741,
2012/8/2,855.28,7.28837619,4.606753,16.229939,1.915528,23.532274,0.23532274,0.23532274,
