股票代码,买入日期,卖出日期,共计天数,初始金额,购买股数,买入价格,卖出价格,收益,利润
sz.002269,2014/4/25,2015/4/8,348,1000.000000,273,3.649852,9.357653,2554.639269,1554.639269
