,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
1186,000507.SZ,20150320,11.2279,11.3852,11.0411,11.2181,11.2574,-0.03930000000000078,-0.3491,495007.81,564421.6045
1187,000507.SZ,20150319,10.9428,11.4442,10.697,11.2574,10.9133,0.34410000000000096,3.153,732122.38,820301.6924
1188,000507.SZ,20150318,10.7166,11.0608,10.5102,10.9133,10.7363,0.1769999999999996,1.6486,689110.84,754656.6735
1189,000507.SZ,20150317,10.4708,10.7953,10.343,10.7363,10.3529,0.38339999999999996,3.7033,740099.21,796975.8646
1190,000507.SZ,20150316,10.0284,10.4708,10.0284,10.3529,10.0186,0.3343000000000007,3.3368,561509.14,584186.0433
1191,000507.SZ,20150313,9.9596,10.0874,9.7925,10.0186,9.9596,0.058999999999999275,0.5924,292777.39,295886.8593
1192,000507.SZ,20150312,10.2152,10.2152,9.9104,9.9596,10.1267,-0.16709999999999958,-1.6501,274503.37,279430.4695
1193,000507.SZ,20150311,10.0481,10.2152,9.9301,10.1267,10.0677,0.058999999999999275,0.586,544648.66,558461.12
1194,000507.SZ,20150310,9.7826,10.0677,9.6548,10.0677,9.704,0.3636999999999997,3.7479,493565.27,496224.9619
1195,000507.SZ,20150309,9.822,9.8318,9.586,9.704,9.6843,0.019700000000000273,0.2034,250649.68,247016.1956
1196,000507.SZ,20150306,9.6253,9.7236,9.4778,9.6843,9.6351,0.0492000000000008,0.5106,251291.49,244671.4976
1197,000507.SZ,20150305,9.7236,9.8121,9.6057,9.6351,9.704,-0.06890000000000107,-0.71,244442.37,241104.1546
1198,000507.SZ,20150304,9.6646,9.8121,9.5565,9.704,9.763,-0.058999999999999275,-0.6043,247499.65,243626.553
1199,000507.SZ,20150303,9.7236,10.2251,9.4385,9.763,9.7531,0.00990000000000002,0.1015,586029.18,586471.3294
1200,000507.SZ,20150302,9.9203,9.9301,9.6843,9.7531,9.8318,-0.07869999999999955,-0.8005,334391.88,331340.5812
1201,000507.SZ,20150227,9.704,9.9301,9.5368,9.8318,9.704,0.1277999999999988,1.317,446852.43,442166.7821
1202,000507.SZ,20150226,9.5958,9.8416,9.5467,9.704,9.7236,-0.01959999999999873,-0.2016,359029.02,353617.5991
1203,000507.SZ,20150225,9.822,10.2447,9.6155,9.7236,9.5958,0.1277999999999988,1.3318,618980.95,622879.7895
1204,000507.SZ,20150217,9.0747,9.704,8.9666,9.5958,9.0452,0.5506000000000011,6.0872,559188.17,532240.8635
1205,000507.SZ,20150216,8.9961,9.1436,8.9469,9.0452,8.8879,0.15729999999999933,1.7698,305365.36,281160.988
1206,000507.SZ,20150213,8.8584,8.9961,8.7896,8.8879,8.7503,0.13760000000000083,1.5725,277805.39,251149.6757
1207,000507.SZ,20150212,8.7896,8.8584,8.6618,8.7503,8.8289,-0.07860000000000156,-0.8903,190795.06,169677.5922
1208,000507.SZ,20150211,8.7601,8.8683,8.6913,8.8289,8.6815,0.14740000000000109,1.6979,248397.05,221843.2019
1209,000507.SZ,20150210,8.6225,8.711,8.534,8.6815,8.6716,0.00990000000000002,0.1142,183333.02,160552.3201
1210,000507.SZ,20150209,8.475,8.7011,8.3668,8.6716,8.5733,0.09830000000000005,1.1466,170881.34,148575.7908
1211,000507.SZ,20150206,8.8191,8.8191,8.357,8.5733,8.7896,-0.21630000000000038,-2.4609,208210.43,181129.4965
1212,000507.SZ,20150205,8.6421,8.9371,8.5831,8.7896,8.5733,0.21630000000000038,2.5229,362521.91,324717.7232
1213,000507.SZ,20150204,8.5045,8.711,8.5045,8.5733,8.5242,0.049099999999999255,0.576,174214.32,152706.1862
1214,000507.SZ,20150203,8.3865,8.6225,8.3865,8.5242,8.3963,0.12790000000000035,1.5233,149577.07,129289.3981
1215,000507.SZ,20150202,8.7503,8.7503,8.357,8.3963,8.7503,-0.3539999999999992,-4.0456,200161.71,173606.5684
1216,000507.SZ,20150130,8.9371,9.0551,8.7306,8.7503,8.9568,-0.20650000000000013,-2.3055,284393.53,256797.7966
1217,000507.SZ,20150129,9.1927,9.1927,8.9568,8.9568,9.1731,-0.21630000000000038,-2.358,234484.02,215557.5009
1218,000507.SZ,20150128,8.9961,9.1927,8.9076,9.1731,9.0649,0.10820000000000007,1.1936,332626.62,307111.4978
1219,000507.SZ,20150127,9.2124,9.2124,8.8683,9.0649,9.232,-0.16709999999999958,-1.81,406329.08,374700.7309
1220,000507.SZ,20150126,9.0649,9.2812,8.9568,9.232,9.1436,0.08840000000000003,0.9668,444810.39,412166.1963
1221,000507.SZ,20150123,8.8978,9.3304,8.7601,9.1436,9.0256,0.11799999999999855,1.3074,657340.99,607684.6252
1222,000507.SZ,20150122,8.9174,9.0747,8.8584,9.0256,8.8978,0.12780000000000058,1.4363,433418.17,396343.4048
1223,000507.SZ,20150121,8.7503,9.0846,8.7503,8.8978,8.6323,0.2654999999999994,3.0757,545595.81,495376.7157
1224,000507.SZ,20150120,8.1112,8.7405,8.1112,8.6323,8.1112,0.5211000000000006,6.4245,380411.22,327234.7607
1225,000507.SZ,20150119,8.4947,8.711,7.9441,8.1112,8.7896,-0.6783999999999999,-7.7182,352185.2,301724.4953
1226,000507.SZ,20150116,8.7601,8.8388,8.6126,8.7896,8.7601,0.029500000000000526,0.3368,307369.46,272846.6415
1227,000507.SZ,20150115,8.4652,8.8486,8.4553,8.7601,8.5537,0.20640000000000036,2.413,349936.47,309183.5763
1228,000507.SZ,20150114,8.5537,8.6815,8.4062,8.5537,8.5831,-0.02940000000000076,-0.3425,239254.08,207483.7758
1229,000507.SZ,20150113,8.2489,8.7208,8.2194,8.5831,8.2489,0.33419999999999916,4.0514,353817.94,304696.1782
1230,000507.SZ,20150112,8.5733,8.5733,8.2194,8.2489,8.6716,-0.42269999999999897,-4.8745,304411.15,259072.3661
1231,000507.SZ,20150109,8.6716,8.9469,8.6323,8.6716,8.77,-0.09839999999999982,-1.122,327995.26,293780.9988
1232,000507.SZ,20150108,8.9174,9.0747,8.5733,8.77,8.9174,-0.14740000000000109,-1.6529,425780.41,383353.5247
1233,000507.SZ,20150107,9.1042,9.1042,8.8388,8.9174,9.0747,-0.15729999999999933,-1.7334,381251.1,346240.9399
1234,000507.SZ,20150106,8.7601,9.1436,8.5831,9.0747,8.7601,0.31460000000000043,3.5913,601793.04,547509.3448
1235,000507.SZ,20150105,8.8191,8.9273,8.5045,8.7601,8.7896,-0.029500000000000526,-0.3356,456631.79,403572.2841
1236,000507.SZ,20141231,8.6028,8.8289,8.3865,8.7896,8.6421,0.14750000000000085,1.7068,400479.02,354062.7602
1237,000507.SZ,20141230,9.2419,9.2419,8.475,8.6421,9.3894,-0.747300000000001,-7.959,695160.88,620493.0529
1238,000507.SZ,20141229,9.8318,9.9301,9.2419,9.3894,10.0579,-0.6684999999999999,-6.6465,692326.49,678146.2658
1239,000507.SZ,20141226,9.7335,10.3135,9.5958,10.0579,9.822,0.2359000000000009,2.4018,675431.28,681799.8903
1240,000507.SZ,20141225,9.9104,9.9203,9.5467,9.822,9.8613,-0.03930000000000078,-0.3985,504449.85,499284.0667
1241,000507.SZ,20141224,9.468,9.9891,9.4483,9.8613,9.4483,0.41300000000000026,4.3712,478627.29,470841.3982
1242,000507.SZ,20141223,9.291,10.1956,9.291,9.4483,10.2251,-0.7767999999999997,-7.597,626737.16,613717.2576
1243,000507.SZ,20141222,10.815,10.8641,10.2251,10.2251,11.3557,-1.1306000000000012,-9.9562,562637.87,590689.4204
1244,000507.SZ,20141219,11.6998,11.9456,11.0018,11.3557,11.6998,-0.3440999999999992,-2.9411,811080.57,947267.6408
1245,000507.SZ,20141218,12.1324,12.2602,11.631,11.6998,12.2111,-0.5113000000000003,-4.1872,819187.25,987862.7798
1246,000507.SZ,20141217,11.2476,12.2897,11.1099,12.2111,11.4737,0.7374000000000009,6.4269,1308656.12,1563383.2849
1247,000507.SZ,20141216,10.815,11.6015,10.4217,11.4737,11.0214,0.45229999999999926,4.1038,1129055.89,1264311.7805
1248,000507.SZ,20141215,11.7981,12.1816,10.9034,11.0214,11.513,-0.49160000000000004,-4.27,1340678.25,1558713.0847
1249,000507.SZ,20141212,11.7981,11.7981,10.7953,11.513,11.8375,-0.32450000000000045,-2.7413,823308.89,941963.7218
1250,000507.SZ,20141211,11.6998,12.0439,11.1886,11.8375,11.1001,0.7374000000000009,6.6432,923150.6,1103125.4279
1251,000507.SZ,20141210,10.1759,11.1001,10.1759,11.1001,10.0874,1.0126999999999988,10.0393,914322.68,999088.1671
1252,000507.SZ,20141209,10.697,11.1787,10.0383,10.0874,10.1661,-0.07869999999999955,-0.7741,1127518.98,1242462.0861
1253,000507.SZ,20141208,9.6843,10.1661,9.6843,10.1661,9.2419,0.9242000000000008,10.0001,838855.92,853550.7417
1254,000507.SZ,20141205,8.652,9.3992,8.2292,9.2419,8.6421,0.5998000000000001,6.9404,1084547.67,981086.8064
1255,000507.SZ,20141204,8.2489,8.7896,8.18,8.6421,8.3177,0.3243999999999989,3.9001,781258.6,678110.6788
1256,000507.SZ,20141203,8.3374,8.6421,8.1309,8.3177,8.357,-0.039299999999999,-0.4703,506096.85,430345.7197
1257,000507.SZ,20141202,8.1112,8.6913,8.0621,8.357,8.1407,0.2162999999999986,2.657,595589.55,507163.5427
1258,000507.SZ,20141201,8.2784,8.3767,8.0719,8.1407,8.3177,-0.1769999999999996,-2.128,326196.61,271669.2867
1259,000507.SZ,20141128,8.1997,8.4553,8.0916,8.3177,8.2292,0.0884999999999998,1.0754,492145.51,414578.6614
1260,000507.SZ,20141127,8.4455,8.5045,8.1112,8.2292,8.4357,-0.20650000000000013,-2.4479,527570.66,443707.4605
1261,000507.SZ,20141126,8.3668,8.5438,8.2095,8.4357,8.4947,-0.058999999999999275,-0.6946,548643.03,467135.9359
1262,000507.SZ,20141125,8.357,8.7405,8.2489,8.4947,8.3079,0.18679999999999986,2.2485,693271.43,597265.6998
1263,000507.SZ,20141124,8.0424,8.5143,7.8654,8.3079,8.0227,0.2851999999999997,3.5549,784598.22,655653.0538
1264,000507.SZ,20141121,7.5311,8.239,7.4722,8.0227,7.5213,0.5014000000000003,6.6664,836641.8,676311.6699
1265,000507.SZ,20141120,7.246,7.6196,7.1969,7.5213,7.3738,0.14749999999999996,2.0003,529005.11,398653.4492
1266,000507.SZ,20141119,7.3738,7.718,7.2854,7.3738,7.5508,-0.1769999999999996,-2.3441,723373.02,548323.6166
1267,000507.SZ,20141118,6.9314,7.6098,6.8331,7.5508,6.9216,0.6292,9.0904,1031013.51,764577.9424
1268,000507.SZ,20141117,6.9117,7.128,6.6954,6.9216,6.6659,0.25570000000000004,3.8359,764242.72,540580.7437
1269,000507.SZ,20141114,6.8822,6.9117,6.6168,6.6659,6.9707,-0.3048000000000002,-4.3726,593995.02,406612.1522
1270,000507.SZ,20141113,6.8626,7.0101,6.7643,6.9707,7.0002,-0.029500000000000526,-0.4214,846670.01,595152.436
1271,000507.SZ,20141112,6.3907,7.0002,6.3907,7.0002,6.3612,0.6390000000000002,10.0453,1248712.65,879014.7173
1272,000507.SZ,20141111,6.8626,6.8724,6.2923,6.3612,6.8331,-0.47189999999999976,-6.9061,482764.72,320953.0272
1273,000507.SZ,20141110,6.7839,6.9216,6.6561,6.8331,6.7938,0.03929999999999989,0.5785,495795.29,342435.1469
1274,000507.SZ,20141107,6.548,7.0101,6.5381,6.7938,6.8822,-0.08840000000000003,-1.2845,911168.24,625687.2631
1275,000507.SZ,20141106,6.5283,7.0297,6.4988,6.8822,6.3907,0.49150000000000027,7.6909,1090428.6,757029.3448
1276,000507.SZ,20141105,6.2923,6.489,6.1744,6.3907,6.3612,0.029499999999999638,0.4637,431231.8,277368.5865
1277,000507.SZ,20141104,6.5873,6.7348,6.312,6.3612,6.6758,-0.31459999999999955,-4.7125,624569.95,412001.6934
1278,000507.SZ,20141103,6.6561,6.8036,6.5578,6.6758,6.548,0.1277999999999997,1.9517,823023.64,561482.039
1279,000507.SZ,20141031,6.5578,6.7446,6.4103,6.548,6.548,0.0,0.0,704543.16,469273.5855
1280,000507.SZ,20141030,6.6659,6.8331,6.4005,6.548,6.371,0.1769999999999996,2.7782,1448135.73,970751.2136
1281,000507.SZ,20141029,5.7614,6.371,5.6729,6.371,5.7909,0.5801000000000007,10.0174,904203.09,563232.7023
1282,000507.SZ,20141028,5.8106,6.0859,5.7418,5.7909,5.6139,0.1769999999999996,3.1529,625857.56,374069.0727
1283,000507.SZ,20141027,5.4861,5.7909,5.4566,5.6139,5.5451,0.06880000000000042,1.2407,423072.61,243635.9615
1284,000507.SZ,20141024,5.2895,5.5648,5.2698,5.5451,5.2797,0.26539999999999964,5.0268,194841.39,107712.2882
1285,000507.SZ,20141023,5.4075,5.4075,5.2502,5.2797,5.4468,-0.16709999999999958,-3.0679,101222.58,54849.0151
1286,000507.SZ,20141022,5.3878,5.5058,5.2895,5.4468,5.3878,0.058999999999999275,1.0951,128183.65,70465.1905
1287,000507.SZ,20141021,5.4763,5.496,5.3682,5.3878,5.4763,-0.0884999999999998,-1.6161,81965.56,45247.0659
1288,000507.SZ,20141020,5.3878,5.496,5.3288,5.4763,5.3682,0.10810000000000031,2.0137,118040.62,65318.0732
1289,000507.SZ,20141017,5.437,5.5058,5.2305,5.3682,5.4861,-0.11790000000000056,-2.1491,139192.65,76108.6854
1290,000507.SZ,20141016,5.5648,5.5943,5.4861,5.4861,5.555,-0.0688999999999993,-1.2403,138301.45,77925.86
1291,000507.SZ,20141015,5.6139,5.6434,5.5156,5.555,5.6238,-0.06880000000000042,-1.2234,149209.69,84547.4921
1292,000507.SZ,20141014,5.6336,5.7516,5.6041,5.6238,5.6729,-0.049100000000000144,-0.8655,179518.69,103564.3217
1293,000507.SZ,20141013,5.6533,5.7319,5.5353,5.6729,5.6828,-0.00990000000000002,-0.1742,168793.47,96502.7232
1294,000507.SZ,20141010,5.6729,5.7418,5.6434,5.6828,5.6926,-0.009799999999999365,-0.1722,156376.47,90354.0493
1295,000507.SZ,20141009,5.8008,5.8008,5.6238,5.6926,5.7713,-0.07870000000000044,-1.3636,220779.89,128298.6144
1296,000507.SZ,20141008,5.7221,5.8499,5.7221,5.7713,5.7221,0.04919999999999991,0.8598,219993.81,129184.3251
1297,000507.SZ,20140930,5.6434,5.7516,5.6336,5.7221,5.6533,0.06880000000000042,1.217,212707.14,123595.3306
1298,000507.SZ,20140929,5.6828,5.7319,5.6434,5.6533,5.6828,-0.029500000000000526,-0.5191,176198.95,101592.849
1299,000507.SZ,20140926,5.6336,5.7418,5.6139,5.6828,5.7024,-0.019599999999999618,-0.3437,171471.38,98975.8144
1300,000507.SZ,20140925,5.7516,5.8597,5.6238,5.7024,5.6828,0.019599999999999618,0.3449,385833.29,225195.451
1301,000507.SZ,20140924,5.7221,5.7221,5.5746,5.6828,5.7418,-0.058999999999999275,-1.0276,300752.01,172812.4353
1302,000507.SZ,20140923,5.7909,5.8106,5.6434,5.7418,5.9187,-0.17690000000000072,-2.9888,477140.76,277717.5549
1303,000507.SZ,20140922,5.5353,6.1449,5.5156,5.9187,5.5943,0.3244000000000007,5.7988,855384.19,507698.5046
1304,000507.SZ,20140919,5.5255,5.7418,5.4763,5.5943,5.496,0.09829999999999917,1.7886,518381.92,296025.5762
1305,000507.SZ,20140918,5.3092,5.496,5.2797,5.496,5.3485,0.14750000000000085,2.7578,279484.6,153249.7537
1306,000507.SZ,20140917,5.26,5.437,5.1715,5.3485,5.2207,0.1277999999999997,2.4479,223199.92,120345.4603
1307,000507.SZ,20140916,5.496,5.5058,5.2108,5.2207,5.4763,-0.25560000000000027,-4.6674,320316.67,174406.1538
1308,000507.SZ,20140915,5.4665,5.5255,5.437,5.4763,5.496,-0.019700000000000273,-0.3584,203920.68,113589.5927
1309,000507.SZ,20140912,5.4173,5.5255,5.3976,5.496,5.4566,0.039400000000000546,0.7221,194979.41,108358.0491
1310,000507.SZ,20140911,5.4468,5.6041,5.4075,5.4566,5.496,-0.039400000000000546,-0.7169,304622.67,170474.1225
1311,000507.SZ,20140910,5.4763,5.5058,5.378,5.496,5.5058,-0.009799999999999365,-0.178,306472.02,169229.2078
1312,000507.SZ,20140909,5.5943,5.6533,5.4468,5.5058,5.5746,-0.06880000000000042,-1.2342,358071.59,200989.5247
1313,000507.SZ,20140905,5.4861,5.7516,5.4173,5.5746,5.5943,-0.019699999999999385,-0.3521,667236.51,379638.8542
1314,000507.SZ,20140904,5.4271,5.7221,5.378,5.5943,5.5845,0.009799999999999365,0.1755,855189.9,484012.4593
1315,000507.SZ,20140903,5.7909,5.7909,5.496,5.5845,5.26,0.32450000000000045,6.1692,1360620.81,784051.5164
1316,000507.SZ,20140902,5.201,5.26,5.201,5.26,4.7782,0.4817999999999998,10.0833,307941.1,164580.8941
1317,000507.SZ,20140901,4.7193,4.7881,4.7094,4.7782,4.7291,0.049100000000000144,1.0383,77440.48,37419.0299
1318,000507.SZ,20140829,4.6898,4.7389,4.6701,4.7291,4.6898,0.03929999999999989,0.838,61689.63,29578.7851
1319,000507.SZ,20140828,4.7979,4.8471,4.6701,4.6898,4.8766,-0.18679999999999986,-3.8305,156561.38,75411.5848
1320,000507.SZ,20140827,4.8077,4.9945,4.7979,4.8766,4.8372,0.03939999999999966,0.8145,104083.48,51767.4194
1321,000507.SZ,20140826,4.9454,5.0142,4.8176,4.8372,4.9552,-0.11799999999999944,-2.3813,128692.33,64115.5936
1322,000507.SZ,20140825,5.0044,5.0437,4.9454,4.9552,5.0044,-0.0492000000000008,-0.9831,137272.21,69699.2079
1323,000507.SZ,20140822,4.9061,5.0437,4.8766,5.0044,4.9061,0.09830000000000005,2.0036,185826.4,94183.4767
1324,000507.SZ,20140821,4.9356,4.9749,4.8766,4.9061,4.9847,-0.07859999999999978,-1.5768,134004.87,66981.3294
1325,000507.SZ,20140820,4.9847,5.0634,4.9356,4.9847,4.9651,0.019600000000000506,0.3948,153448.48,78185.5871
1326,000507.SZ,20140819,5.0437,5.0535,4.9159,4.9651,5.0142,-0.049100000000000144,-0.9792,160428.84,81003.4846
1327,000507.SZ,20140818,4.9552,5.0732,4.8864,5.0142,5.0142,0.0,0.0,334386.76,169571.5448
1328,000507.SZ,20140815,4.7389,5.0929,4.7193,5.0142,4.7881,0.22609999999999975,4.7221,417790.79,207767.2153
1329,000507.SZ,20140814,4.6799,4.8077,4.6504,4.7881,4.6898,0.09830000000000005,2.096,269565.64,130485.6523
1330,000507.SZ,20140813,4.6504,4.6996,4.6406,4.6898,4.6701,0.019700000000000273,0.4218,87617.2,41618.8703
1331,000507.SZ,20140812,4.6701,4.6898,4.6308,4.6701,4.6799,-0.009800000000000253,-0.2094,80623.36,38173.5991
1332,000507.SZ,20140811,4.6308,4.6799,4.6209,4.6799,4.6406,0.03929999999999989,0.8469,86376.83,40887.0133
1333,000507.SZ,20140808,4.6603,4.6701,4.6013,4.6406,4.6504,-0.009800000000000253,-0.2107,83613.33,39379.4731
1334,000507.SZ,20140807,4.7193,4.7193,4.6406,4.6504,4.6898,-0.03939999999999966,-0.8401,76947.29,36689.5994
1335,000507.SZ,20140806,4.6799,4.7094,4.6603,4.6898,4.7291,-0.03929999999999989,-0.831,78377.22,37351.6592
1336,000507.SZ,20140805,4.6603,4.7979,4.6209,4.7291,4.6504,0.07869999999999955,1.6923,175521.97,84096.0665
1337,000507.SZ,20140804,4.5816,4.6603,4.5816,4.6504,4.6209,0.029500000000000526,0.6384,73788.73,34721.0432
1338,000507.SZ,20140801,4.6701,4.6898,4.6111,4.6209,4.6996,-0.07870000000000044,-1.6746,68153.87,32244.591
1339,000507.SZ,20140731,4.6799,4.7488,4.6701,4.6996,4.6308,0.06880000000000042,1.4857,122092.45,58288.0136
1340,000507.SZ,20140730,4.6504,4.6799,4.6013,4.6308,4.7094,-0.07859999999999978,-1.669,106588.01,50253.9579
1341,000507.SZ,20140729,4.5816,4.7193,4.5619,4.7094,4.5718,0.13759999999999994,3.0098,174454.25,82528.7461
1342,000507.SZ,20140728,4.5325,4.6013,4.5128,4.5718,4.5325,0.03929999999999989,0.8671,83868.9,38947.9233
1343,000507.SZ,20140725,4.5128,4.5325,4.4735,4.5325,4.5325,0.0,0.0,50530.26,23151.9382
1344,000507.SZ,20140724,4.4341,4.5423,4.4243,4.5325,4.4538,0.07869999999999955,1.767,101523.34,46296.7554
1345,000507.SZ,20140723,4.4735,4.503,4.444,4.4538,4.4735,-0.019699999999999385,-0.4404,50327.2,22876.7986
1346,000507.SZ,20140722,4.444,4.5128,4.4046,4.4735,4.4538,0.019699999999999385,0.4423,58218.83,26484.9191
1347,000507.SZ,20140721,4.503,4.503,4.4243,4.4538,4.503,-0.04919999999999991,-1.0926,52645.43,23846.4419
1348,000507.SZ,20140718,4.5226,4.5521,4.4735,4.503,4.5226,-0.019599999999999618,-0.4334,50535.26,23204.6429
1349,000507.SZ,20140717,4.6406,4.6996,4.5128,4.5226,4.6308,-0.10820000000000007,-2.3365,83081.77,38538.5784
1350,000507.SZ,20140716,4.6013,4.6504,4.5816,4.6308,4.6111,0.019699999999999385,0.4272,96216.65,45238.6177
1351,000507.SZ,20140715,4.6013,4.6406,4.5718,4.6111,4.6111,0.0,0.0,55723.8,26096.9659
1352,000507.SZ,20140714,4.503,4.6209,4.4735,4.6111,4.5521,0.05900000000000016,1.2961,84586.6,39276.7168
1353,000507.SZ,20140711,4.5226,4.5619,4.503,4.5521,4.503,0.049100000000000144,1.0904,39106.82,18076.5042
1354,000507.SZ,20140710,4.5033,4.5424,4.5033,4.5033,4.5326,-0.029300000000000104,-0.6464,56727.96,26176.5438
1355,000507.SZ,20140709,4.6208,4.6305,4.5326,4.5326,4.6208,-0.08819999999999961,-1.9088,76041.01,35504.0885
1356,000507.SZ,20140708,4.6012,4.6403,4.5914,4.6208,4.6208,0.0,0.0,56383.99,26572.4911
1357,000507.SZ,20140707,4.6403,4.6893,4.6012,4.6208,4.7186,-0.09780000000000033,-2.0726,74065.15,35036.3994
1358,000507.SZ,20140704,4.6893,4.8263,4.5914,4.7186,4.6893,0.029300000000000104,0.6248,148054.1,70939.6194
1359,000507.SZ,20140703,4.6403,4.748,4.6208,4.6893,4.6697,0.019600000000000506,0.4197,119021.28,57133.4057
1360,000507.SZ,20140702,4.6599,4.7089,4.5914,4.6697,4.6795,-0.009800000000000253,-0.2094,120409.5,57174.9235
1361,000507.SZ,20140701,4.5914,4.7186,4.5914,4.6795,4.5816,0.0979000000000001,2.1368,158986.34,75912.0545
1362,000507.SZ,20140630,4.6795,4.6795,4.5424,4.5816,4.5326,0.04899999999999949,1.0811,169817.46,79804.8038
1363,000507.SZ,20140627,4.425,4.5522,4.3662,4.5326,4.4445,0.08810000000000073,1.9822,116229.87,53106.0289
1364,000507.SZ,20140626,4.3173,4.4641,4.2977,4.4445,4.3173,0.1271999999999993,2.9463,85193.79,38358.0141
1365,000507.SZ,20140625,4.3858,4.3858,4.3173,4.3173,4.376,-0.058699999999999974,-1.3414,41039.78,18173.4109
1366,000507.SZ,20140624,4.4054,4.4152,4.3466,4.376,4.4054,-0.02939999999999987,-0.6674,49603.89,22143.933
1367,000507.SZ,20140623,4.4347,4.4543,4.3858,4.4054,4.4739,-0.06850000000000023,-1.5311,66833.49,30127.712
1368,000507.SZ,20140620,4.3466,4.5229,4.2977,4.4739,4.3662,0.10770000000000035,2.4667,108079.31,48626.37
1369,000507.SZ,20140619,4.5033,4.5522,4.2879,4.3662,4.5229,-0.15669999999999984,-3.4646,72093.83,32715.1955
1370,000507.SZ,20140618,4.5326,4.5816,4.5131,4.5229,4.562,-0.03910000000000036,-0.8571,53792.05,24939.2998
1371,000507.SZ,20140617,4.562,4.6012,4.4935,4.562,4.5718,-0.009799999999999365,-0.2144,73037.34,33826.3492
1372,000507.SZ,20140616,4.5718,4.6208,4.5326,4.5718,4.562,0.009799999999999365,0.2148,60340.27,28190.2554
1373,000507.SZ,20140613,4.562,4.5718,4.4739,4.562,4.5816,-0.019599999999999618,-0.4278,82765.3,38333.1281
1374,000507.SZ,20140612,4.5424,4.6795,4.5326,4.5816,4.5718,0.009800000000000253,0.2144,69632.49,32840.406
1375,000507.SZ,20140611,4.5522,4.5914,4.5424,4.5718,4.5424,0.02939999999999987,0.6472,55663.74,25992.5416
1376,000507.SZ,20140610,4.5424,4.562,4.5131,4.5424,4.5229,0.01949999999999985,0.4311,56057.84,25963.1571
1377,000507.SZ,20140609,4.5326,4.5914,4.5131,4.5229,4.5718,-0.04889999999999972,-1.0696,40271.41,18692.4427
1378,000507.SZ,20140606,4.611,4.611,4.5131,4.5718,4.6012,-0.02940000000000076,-0.639,50175.36,23346.7704
1379,000507.SZ,20140605,4.6012,4.6501,4.5816,4.6012,4.611,-0.009799999999999365,-0.2125,69494.55,32676.5736
1380,000507.SZ,20140604,4.7089,4.7284,4.5816,4.611,4.8459,-0.23490000000000055,-4.8474,166228.97,78852.8336
1381,000507.SZ,20140603,4.8165,4.8753,4.7676,4.8459,4.8165,0.02940000000000076,0.6104,57788.54,28491.5036
1382,000507.SZ,20140530,4.8068,4.8361,4.797,4.8165,4.8068,0.009699999999999598,0.2018,30305.81,14922.568
1383,000507.SZ,20140529,4.8459,4.8753,4.797,4.8068,4.8459,-0.03910000000000036,-0.8069,54084.24,26747.3831
1384,000507.SZ,20140528,4.8459,4.8655,4.797,4.8459,4.8361,0.009800000000000253,0.2026,46094.99,22722.924
1385,000507.SZ,20140527,4.8557,4.8851,4.8263,4.8361,4.8851,-0.04900000000000038,-1.0031,42988.25,21295.1575
1386,000507.SZ,20140526,4.8851,4.9242,4.8557,4.8851,4.8949,-0.009799999999999365,-0.2002,52155.77,26024.5054
1387,000507.SZ,20140523,4.8851,4.9047,4.8165,4.8949,4.8753,0.019599999999999618,0.402,48846.1,24203.1789
1388,000507.SZ,20140522,4.8655,4.9438,4.8361,4.8753,4.8655,0.009800000000000253,0.2014,63391.34,31578.7731
1389,000507.SZ,20140521,4.8361,4.8753,4.7676,4.8655,4.8361,0.02939999999999987,0.6079,33926.78,16738.1671
1390,000507.SZ,20140520,4.8949,4.9144,4.8263,4.8361,4.8557,-0.019599999999999618,-0.4036,41322.04,20509.244
1391,000507.SZ,20140519,4.9242,4.9438,4.8263,4.8557,4.9928,-0.13710000000000022,-2.746,101548.05,50417.4437
1392,000507.SZ,20140516,4.9536,5.0417,4.8753,4.9928,4.934,0.05879999999999974,1.1917,137491.99,69877.5653
1393,000507.SZ,20140515,4.8949,5.1102,4.8753,4.934,4.9047,0.029300000000000104,0.5974,137302.38,69734.0358
1394,000507.SZ,20140514,4.934,4.9536,4.8949,4.9047,4.9438,-0.03910000000000036,-0.7909,52586.84,26416.8574
1395,000507.SZ,20140513,4.9047,4.9634,4.8361,4.9438,4.9144,0.02940000000000076,0.5982,85383.28,42715.5879
1396,000507.SZ,20140512,4.9144,4.9536,4.8361,4.9144,4.8557,0.058699999999999974,1.2089,99573.34,49743.6434
1397,000507.SZ,20140509,4.9732,5.0221,4.8263,4.8557,5.0221,-0.16640000000000033,-3.3134,90999.12,45495.4351
1398,000507.SZ,20140508,5.0026,5.1396,5.0026,5.0221,5.0319,-0.009800000000000253,-0.1948,88542.9,45757.2008
1399,000507.SZ,20140507,5.0907,5.1494,4.9928,5.0319,5.1886,-0.15669999999999984,-3.0201,129901.05,67233.2172
1400,000507.SZ,20140506,4.8949,5.1886,4.8263,5.1886,4.8949,0.2937000000000003,6.0001,163947.01,83696.8391
1401,000507.SZ,20140505,4.9242,4.983,4.8361,4.8949,4.9242,-0.029300000000000104,-0.595,73048.18,36513.1822
1402,000507.SZ,20140430,4.8459,5.0417,4.8165,4.9242,4.7774,0.14679999999999982,3.0728,120814.45,60878.0227
