,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
60,000507.SZ,20191113,5.76,5.9,5.74,5.9,5.76,0.14000000000000057,2.4306,87473.57,50928.529
61,000507.SZ,20191112,5.77,5.8,5.65,5.76,5.77,-0.009999999999999787,-0.1733,48623.61,27790.762
62,000507.SZ,20191111,5.92,5.95,5.75,5.77,5.97,-0.20000000000000018,-3.3501,88089.14,51454.938
63,000507.SZ,20191108,6.0,6.03,5.96,5.97,5.98,-0.010000000000000675,-0.1672,56569.0,33912.078
64,000507.SZ,20191107,6.02,6.03,5.93,5.98,5.99,-0.009999999999999787,-0.1669,63161.0,37720.938
65,000507.SZ,20191106,5.95,6.04,5.94,5.99,5.98,0.009999999999999787,0.1672,74301.0,44585.131
66,000507.SZ,20191105,5.96,5.99,5.91,5.98,5.95,0.03000000000000025,0.5042,65232.19,38833.917
67,000507.SZ,20191104,5.89,6.01,5.88,5.95,5.88,0.07000000000000028,1.1905,69285.14,41262.826
68,000507.SZ,20191101,5.87,5.93,5.85,5.88,5.88,0.0,0.0,60347.07,35506.061
69,000507.SZ,20191031,5.97,6.03,5.88,5.88,5.95,-0.07000000000000028,-1.1765,80556.24,47978.888
70,000507.SZ,20191030,5.93,6.04,5.9,5.95,5.93,0.020000000000000462,0.3373,70145.03,41882.692
71,000507.SZ,20191029,6.02,6.02,5.92,5.93,6.01,-0.08000000000000007,-1.3311,76867.07,45822.932
