date,code,open,high,low,close,volume,amount,adjustflag,turn,pctChg
1994-09-30,sz.399106,159.4600,234.9600,159.4600,188.2500,11134545300,86665215314.6800,3,1.628529,18.054685
1994-10-31,sz.399106,188.2500,188.2500,140.2100,149.5800,4540451000,26844769218.3500,3,0.634264,-20.541833
1994-11-30,sz.399106,149.5800,157.6900,146.6200,149.0200,1334462400,7996968584.5400,3,0.182895,-0.374382
1994-12-30,sz.399106,148.4100,153.8500,133.8300,140.6300,1599835100,8441816947.4700,3,0.215542,-5.630117
1995-01-27,sz.399106,139.6200,145.1700,122.9000,124.7900,593569500,2865198448.6100,3,0.078331,-11.263600
1995-02-28,sz.399106,124.3900,136.9600,122.6000,126.0500,421893900,2019024167.8000,3,0.054791,1.009696
1995-03-31,sz.399106,125.9000,141.3100,125.9000,135.3000,1606385100,8252161692.8200,3,0.203909,7.338358
1995-04-28,sz.399106,135.7600,140.8000,112.0400,121.2700,1094845500,5940313140.9200,3,0.135931,-10.369549
1995-05-31,sz.399106,120.8300,175.7100,115.3100,134.8500,2904113500,17362428433.8600,3,0.358069,11.198153
1995-06-30,sz.399106,134.7000,136.6800,121.6800,124.7800,921594400,4609622932.7100,3,0.111632,-7.467557
1995-07-31,sz.399106,124.1900,132.4200,121.5600,128.8000,1608255400,7513403926.9200,3,0.182011,3.221670
1995-08-31,sz.399106,128.6200,153.5000,128.3100,135.2300,4178962500,18820506796.9400,3,0.446928,4.992236
1995-09-29,sz.399106,135.8500,139.7100,130.6400,133.3600,1665788700,7289479294.5400,3,0.174268,-1.382829
1995-10-31,sz.399106,133.8400,145.6800,127.8700,134.2500,2179035400,9539559480.6900,3,0.221200,0.667367
1995-11-30,sz.399106,134.1200,137.0100,125.0100,126.1700,1230675855,5895302735.8300,3,0.122810,-6.018622
1995-12-29,sz.399106,125.3600,126.6500,112.1200,113.2500,1148857551,3735781291.8500,3,0.111171,-10.240152
1996-01-31,sz.399106,112.8500,113.2500,104.9000,109.1400,1597080800,3675480000.0000,3,0.152424,-3.629139
1996-02-16,sz.399106,109.0700,112.3900,105.9600,112.3700,648075400,1760350000.0000,3,0.061495,2.959502
1996-03-29,sz.399106,115.6700,119.6000,110.2100,111.9700,2549881400,7487560000.0000,3,0.240315,-0.355967
1996-04-30,sz.399106,114.0400,171.6400,111.1800,160.5500,11013207700,40236840000.0000,3,1.013312,43.386621
1996-05-31,sz.399106,168.3300,182.2900,148.7100,163.8400,15363299300,68471560000.0000,3,1.387572,2.049206
1996-06-28,sz.399106,165.5000,200.9400,161.5400,191.6700,16216426100,88419290000.0000,3,1.380244,16.986084
1996-07-31,sz.399106,187.4400,271.5400,179.8700,257.4300,24766299800,156033140000.0000,3,1.969943,34.308969
1996-08-30,sz.399106,256.6300,270.5600,230.0700,260.9800,14440291700,102898680000.0000,3,1.081571,1.379016
1996-09-27,sz.399106,262.9800,277.8500,238.3800,266.8500,15094348400,108008720000.0000,3,1.088812,2.249214
1996-10-31,sz.399106,271.3400,370.9500,268.3800,370.0600,30722385100,252782020000.0000,3,2.142845,38.677159
1996-11-29,sz.399106,356.5000,438.3500,344.7300,419.6400,28089570500,286402140000.0000,3,1.879351,13.397827
1996-12-31,sz.399106,423.1100,476.7200,270.2400,327.4600,19767169500,215232520000.0000,3,1.267628,-21.966447
1997-01-31,sz.399106,326.3300,358.2200,295.4400,356.6000,13348060600,122796970000.0000,3,0.827964,8.898797
1997-02-28,sz.399106,354.7800,367.3000,308.0800,365.3000,8240039500,80880910000.0000,3,0.493107,2.439708
1997-03-31,sz.399106,367.5900,435.8300,367.5900,435.8200,19769709800,227780050000.0000,3,1.148732,19.304681
1997-04-30,sz.399106,438.4300,467.4700,424.1400,465.2200,19099716900,258792690000.0000,3,1.059673,6.745904
1997-05-30,sz.399106,467.8400,520.2500,384.1900,421.4400,18068270600,252201860000.0000,3,0.948243,-9.410601
1997-06-27,sz.399106,429.3000,452.5500,370.9300,425.8700,12970166300,174209060000.0000,3,0.625419,1.051158
1997-07-31,sz.399106,429.2900,432.3500,342.3400,385.4500,11301737200,136696410000.0000,3,0.484642,-9.491159
1997-08-29,sz.399106,386.2800,394.5600,346.3300,373.2900,10728140200,100318060000.0000,3,0.436314,-3.154754
1997-09-30,sz.399106,372.4700,386.3100,309.7900,330.8100,9374106100,82533510000.0000,3,0.370014,-11.379892
1997-10-31,sz.399106,332.0400,403.5200,326.4600,391.0000,12663410300,138668820000.0000,3,0.486605,18.194734
1997-11-28,sz.399106,392.7800,406.7200,354.3600,366.8900,8816826800,97450120000.0000,3,0.331367,-6.166240
1997-12-31,sz.399106,366.0800,385.4900,358.6900,381.2900,8005147500,85680200000.0000,3,0.294893,3.924882
1998-01-23,sz.399106,382.8500,401.9500,355.7200,383.6600,8778620100,92694650000.0000,3,0.317394,0.621574
1998-02-27,sz.399106,393.4600,396.2400,370.1500,374.4100,5892769700,56428230000.0000,3,0.209302,-2.410989
1998-03-31,sz.399106,370.1300,382.6600,355.6200,378.8400,7936634700,78258090000.0000,3,0.277171,1.183195
1998-04-30,sz.399106,378.9500,413.3800,377.9500,413.2700,20122263700,172372580000.0000,3,0.690661,9.088269
1998-05-29,sz.399106,416.0900,437.1900,412.8500,436.3300,17950804400,164302890000.0000,3,0.595531,5.579887
1998-06-30,sz.399106,438.0700,442.0400,402.0800,403.3600,11511740600,118828410000.0000,3,0.367314,-7.556207
1998-07-31,sz.399106,411.4100,413.9000,381.8700,395.4900,8335336000,83218680000.0000,3,0.256580,-1.951111
1998-08-31,sz.399106,395.5100,395.5500,310.8300,343.7200,7825163700,68942700000.0000,3,0.235593,-13.090091
1998-09-30,sz.399106,342.1700,380.4600,335.7400,371.6900,11138885300,93003590000.0000,3,0.328694,8.137437
1998-10-30,sz.399106,371.8600,381.1200,358.0100,371.3800,9417987000,81243200000.0000,3,0.270421,-0.083403
1998-11-30,sz.399106,371.8700,397.5600,370.4400,375.7700,10845009700,103879690000.0000,3,0.304182,1.182078
1998-12-31,sz.399106,375.8900,376.8800,336.7800,343.8500,5947650900,47693320000.0000,3,0.164850,-8.494558
1999-01-29,sz.399106,343.2900,351.6700,329.3800,340.6900,8607155500,51251540000.0000,3,0.237526,-0.919005
1999-02-09,sz.399106,340.0900,340.6900,316.2400,324.2200,2790974900,15888850000.0000,3,0.076521,-4.834307
1999-03-31,sz.399106,325.0700,353.1600,322.6600,348.2400,11829007500,80524640000.0000,3,0.322362,7.408550
1999-04-30,sz.399106,348.1300,358.0200,326.5300,336.3000,16804381700,96409080000.0000,3,0.452109,-3.428670
1999-05-31,sz.399106,336.3900,379.5700,308.3000,370.6100,20825934100,122109880000.0000,3,0.546264,10.202200
1999-06-30,sz.399106,371.5600,528.8900,367.2100,507.1700,57871076800,441355320000.0000,3,1.470832,36.847360
1999-07-30,sz.399106,504.0900,504.0900,435.8400,473.1900,31733260300,257297960000.0000,3,0.785200,-6.699923
1999-08-31,sz.399106,474.9200,487.5000,452.6400,474.3800,18970099900,158657040000.0000,3,0.456598,0.251485
1999-09-30,sz.399106,474.6900,495.6200,456.8500,464.7400,15157641700,120650260000.0000,3,0.356789,-2.032126
1999-10-29,sz.399106,464.4000,464.4000,424.2900,442.0700,10161744100,58361040000.0000,3,0.233159,-4.877996
1999-11-30,sz.399106,441.1800,441.9500,420.5200,423.9400,12090239800,74854400000.0000,3,0.272778,-4.101160
1999-12-30,sz.399106,423.6300,432.8700,394.4700,402.1800,9840763100,70557690000.0000,3,0.217507,-5.132802
2000-01-28,sz.399106,402.7200,469.6900,401.6700,469.6500,24923837100,209158780000.0000,3,0.540705,16.776070
2000-02-29,sz.399106,484.6400,551.4500,484.6400,524.6400,33259983100,309777790000.0000,3,0.714041,11.708719
2000-03-31,sz.399106,525.3100,565.4600,491.7600,560.9900,48337479700,436549400000.0000,3,1.019751,6.928561
2000-04-28,sz.399106,560.5100,571.9200,541.4200,566.7500,31051852400,298068840000.0000,3,0.643090,1.026756
2000-05-31,sz.399106,569.9800,590.1200,518.7300,584.2100,22050818200,213741740000.0000,3,0.442186,3.080723
2000-06-30,sz.399106,585.6600,610.7100,578.0600,602.0600,32707926100,315069590000.0000,3,0.637342,3.055408
2000-07-31,sz.399106,599.4300,625.0000,588.4500,624.9000,33851384700,263205460000.0000,3,0.642865,3.793642
2000-08-31,sz.399106,625.6400,645.1700,601.4700,617.4200,39254807500,316836920000.0000,3,0.729289,-1.196992
2000-09-29,sz.399106,613.5800,619.6600,577.8900,590.3700,18549870300,165477580000.0000,3,0.337177,-4.381134
2000-10-31,sz.399106,591.8300,612.3400,587.0700,605.0200,13739884000,135253660000.0000,3,0.242657,2.481495
2000-11-30,sz.399106,604.4200,656.2100,604.3100,639.2200,30705531500,257297410000.0000,3,0.532329,5.652706
2000-12-29,sz.399106,639.7400,649.0500,624.0300,635.7300,22276594100,172619670000.0000,3,0.381704,-0.545978
2001-01-19,sz.399106,636.6200,650.8900,609.7800,626.1800,15155655400,134987040000.0000,3,0.256963,-1.502210
2001-02-28,sz.399106,627.3900,628.1900,565.3600,585.4100,11158599000,88667320000.0000,3,0.187349,-6.510907
2001-03-30,sz.399106,585.3600,644.2300,585.3600,642.1200,32576761500,252894210000.0000,3,0.542136,9.687228
2001-04-30,sz.399106,643.1200,657.9200,629.2200,636.3200,35927782400,244729430000.0000,3,0.592334,-0.903258
2001-05-31,sz.399106,636.9000,661.5600,636.9000,659.3600,24468468300,190801330000.0000,3,0.396787,3.620820
2001-06-29,sz.399106,660.2000,665.5700,642.2000,658.2700,25080204600,209048900000.0000,3,0.399112,-0.165312
2001-07-31,sz.399106,658.4900,659.6500,564.0400,566.5000,19570075900,137265900000.0000,3,0.309309,-13.941088
2001-08-31,sz.399106,568.2400,588.1500,537.7800,548.4800,16262394000,99794760000.0000,3,0.255603,-3.180936
2001-09-28,sz.399106,548.2800,564.5900,508.6400,512.9700,15977581600,80084400000.0000,3,0.249783,-6.474256
2001-10-31,sz.399106,513.2600,514.9300,438.0000,486.8600,16080029100,81077830000.0000,3,0.249608,-5.089966
2001-11-30,sz.399106,487.3000,507.0900,446.8700,507.0100,9807890400,76767660000.0000,3,0.151803,4.138767
2001-12-31,sz.399106,508.1000,516.6700,463.2400,475.9400,8004671100,78649080000.0000,3,0.123605,-6.128084
2002-01-31,sz.399106,475.1400,475.1400,366.8400,419.9400,8909946400,68755980000.0000,3,0.140921,-11.766189
2002-02-28,sz.399106,420.7700,440.3900,415.5600,434.2700,5891487900,47011910000.0000,3,0.093065,3.412392
2002-03-29,sz.399106,433.4400,489.6700,423.8800,466.5400,21221483600,187891060000.0000,3,0.334582,7.430861
2002-04-30,sz.399106,464.6700,487.9500,459.3200,485.2800,13086224400,120682290000.0000,3,0.204521,4.016805
2002-05-31,sz.399106,485.6700,485.9800,443.2200,447.5600,8488542900,79540620000.0000,3,0.131740,-7.772832
2002-06-28,sz.399106,446.2000,523.3800,427.0400,507.0000,18088663900,169318380000.0000,3,0.278431,13.280901
2002-07-31,sz.399106,507.1400,511.9600,484.7000,486.6600,12173168200,114976630000.0000,3,0.186264,-4.011834
2002-08-30,sz.399106,485.9400,499.1800,479.3800,491.0100,7440761000,77081080000.0000,3,0.113140,0.893848
2002-09-27,sz.399106,491.0100,495.0000,461.2300,462.6500,5640995600,56087930000.0000,3,0.085565,-5.775850
2002-10-31,sz.399106,461.4800,461.4800,432.9300,439.6500,4733209000,40965710000.0000,3,0.071307,-4.971361
2002-11-29,sz.399106,439.2400,456.5300,382.8900,408.5800,8214335400,67050600000.0000,3,0.123012,-7.066985
2002-12-31,sz.399106,408.1200,413.9400,386.5200,388.7600,8791225400,66334480000.0000,3,0.131246,-4.850947
2003-01-29,sz.399106,386.6100,428.5600,378.9000,426.6300,13651568500,105876800000.0000,3,0.198372,9.741229
2003-02-28,sz.399106,426.5200,434.4800,421.7100,431.2900,7278212800,60289640000.0000,3,0.105597,1.092281
2003-03-31,sz.399106,431.1800,434.6300,407.7600,423.8200,9030675900,76982680000.0000,3,0.130913,-1.732013
2003-04-30,sz.399106,424.0300,453.4500,409.5200,418.6700,24116718600,201958710000.0000,3,0.348273,-1.215139
2003-05-30,sz.399106,418.9400,442.5100,403.5900,441.1900,14681174500,123918410000.0000,3,0.208315,5.378938
2003-06-30,sz.399106,441.6100,443.0000,406.1800,407.3600,11659215700,92195580000.0000,3,0.162937,-7.667898
2003-07-31,sz.399106,406.5700,419.4100,397.3400,401.2000,10256918900,81132390000.0000,3,0.142060,-1.512176
2003-08-29,sz.399106,401.2100,408.9000,387.1500,391.7200,7240936100,55608160000.0000,3,0.099844,-2.362911
2003-09-30,sz.399106,392.0200,400.6100,368.9900,374.8200,7088923700,50902100000.0000,3,0.096934,-4.314306
2003-10-31,sz.399106,374.5500,388.2500,361.0200,364.8000,8268210600,54065500000.0000,3,0.112525,-2.673283
2003-11-28,sz.399106,364.5100,380.3500,349.8600,371.2500,14411022500,91772980000.0000,3,0.195486,1.768092
2003-12-31,sz.399106,371.7500,385.9700,367.1000,378.6300,19157390800,132578310000.0000,3,0.258703,1.987879
2004-01-30,sz.399106,377.9300,411.9800,377.8100,404.6300,15189809400,111148380000.0000,3,0.204367,6.866862
2004-02-27,sz.399106,411.8300,456.9100,404.4200,442.1400,34679439500,264907510000.0000,3,0.460521,9.270197
2004-03-31,sz.399106,442.6500,458.6000,427.3900,458.4900,26813456000,217856880000.0000,3,0.355424,3.697924
2004-04-30,sz.399106,459.0500,472.1800,402.3600,407.5600,24710710300,198481440000.0000,3,0.324918,-11.108203
2004-05-31,sz.399106,408.1600,410.9100,387.1200,400.6200,9257629500,64931040000.0000,3,0.119962,-1.702817
2004-06-30,sz.399106,400.7900,407.9700,349.2400,354.5100,13055198800,91590600000.0000,3,0.164795,-11.509660
2004-07-30,sz.399106,354.1900,370.9300,346.2900,351.9200,13772665400,98826100000.0000,3,0.170803,-0.730586
2004-08-31,sz.399106,350.9000,358.7700,323.0200,333.3300,11109702500,72340280000.0000,3,0.136447,-5.282451
2004-09-30,sz.399106,333.2200,380.9000,314.9800,355.1900,23728293300,152114340000.0000,3,0.290363,6.558066
2004-10-29,sz.399106,355.5000,372.5200,327.8100,334.8100,16736376400,115133780000.0000,3,0.203816,-5.737774
2004-11-30,sz.399106,333.4800,352.9000,325.4900,341.9600,18970252600,118497260000.0000,3,0.229735,2.135540
2004-12-31,sz.399106,342.1400,344.0900,315.1400,315.8100,13918973800,80172510000.0000,3,0.168421,-7.647093
2005-01-31,sz.399106,313.8100,319.2800,296.6800,297.0500,12260890800,67481390000.0000,3,0.148071,-5.940281
2005-02-28,sz.399106,296.2600,332.4200,295.0500,328.1300,13433922500,73449020000.0000,3,0.162237,10.462885
2005-03-31,sz.399106,327.9800,334.1400,291.3100,296.7500,19581488400,115878120000.0000,3,0.235429,-9.563283
2005-04-29,sz.399106,296.5200,318.3700,277.6400,283.5700,21797360100,120719750000.0000,3,0.259475,-4.441449
2005-05-31,sz.399106,284.1200,284.8900,257.9100,262.2500,12423325900,58070570000.0000,3,0.145164,-7.518426
2005-06-30,sz.399106,262.0600,281.8600,246.5600,260.7300,25198972900,124808520000.0000,3,0.290816,-0.579600
2005-07-29,sz.399106,259.6200,259.6200,235.6400,254.4700,20449421000,85921050000.0000,3,0.231562,-2.400951
2005-08-31,sz.399106,254.2400,286.8500,253.7300,278.9800,42097759600,182575220000.0000,3,0.473302,9.631784
2005-09-30,sz.399106,279.1400,302.0500,275.9300,281.7200,37041398300,156401840000.0000,3,0.415265,0.982149
2005-10-31,sz.399106,281.7800,285.2800,260.2400,265.4000,17755359000,78145560000.0000,3,0.198831,-5.792986
2005-11-30,sz.399106,265.8600,273.8800,259.7600,266.8600,20480825800,87499810000.0000,3,0.225231,0.550113
2005-12-30,sz.399106,266.6900,282.2100,256.6800,278.7500,21002792800,90647470000.0000,3,0.226210,4.455520
2006-01-25,sz.399106,278.9900,308.9400,278.9900,307.1100,29321771100,134196880000.0000,3,0.311288,10.173991
2006-02-28,sz.399106,307.7400,321.0800,306.0300,315.3000,28670094000,134664520000.0000,3,0.300032,2.666797
2006-03-31,sz.399106,315.3700,326.8300,300.2000,323.4500,32903673300,149303330000.0000,3,0.336605,2.584840
2006-04-28,sz.399106,323.8700,354.8900,323.8700,353.9400,55713172600,279725310000.0000,3,0.550438,9.426496
2006-05-31,sz.399106,355.3900,423.4800,355.3900,417.0200,73036786000,403714580000.0000,3,0.707611,17.822230
2006-06-30,sz.399106,417.0300,437.5700,392.0600,433.2200,61144997800,340809080000.0000,3,0.576811,3.884706
2006-07-31,sz.399106,434.0900,451.0700,405.7600,406.0900,53572357000,307643210000.0000,3,0.493676,-6.262407
2006-08-31,sz.399106,405.2900,422.3600,379.6200,421.4700,38004502200,202483020000.0000,3,0.341184,3.787338
2006-09-29,sz.399106,421.8000,439.6400,412.1900,438.9000,42329141900,232373620000.0000,3,0.375873,4.135526
2006-10-31,sz.399106,442.3500,453.0200,435.8300,446.4900,40583205800,231796550000.0000,3,0.357151,1.729323
2006-11-30,sz.399106,446.8100,496.2600,425.5600,495.8800,53712388800,339306160000.0000,3,0.465099,11.061838
2006-12-29,sz.399106,497.3500,552.9300,488.0400,550.5900,77039291000,508337010000.0000,3,0.655444,11.032911
2007-01-31,sz.399106,555.2600,710.1400,547.8900,655.5300,113624130400,835988900000.0000,3,0.948797,19.059554
2007-02-28,sz.399106,647.5300,780.3400,631.4900,736.8100,73758461000,580599790000.0000,3,0.608309,12.399127
2007-03-30,sz.399106,740.4700,845.4000,704.0800,825.7900,124147479600,1093099670000.0000,3,1.010665,12.076383
2007-04-30,sz.399106,828.4300,1067.0400,827.7900,1064.7700,150775734000,1711489120000.0000,3,1.194790,28.939561
2007-05-31,sz.399106,1085.4000,1292.4400,1068.5000,1187.5100,141424161600,1966205070000.0000,3,1.082589,11.527372
2007-06-29,sz.399106,1187.4500,1288.5700,964.8900,1077.9200,138233975600,1874643760000.0000,3,1.026263,-9.228554
2007-07-31,sz.399106,1071.2500,1293.5700,997.9500,1291.3100,86790642600,1146497040000.0000,3,0.628137,19.796460
2007-08-31,sz.399106,1295.6700,1462.5400,1235.6500,1457.8300,120294088800,1904576770000.0000,3,0.854759,12.895432
2007-09-28,sz.399106,1470.7200,1537.3100,1378.0600,1532.6700,96111746200,1582449990000.0000,3,0.669194,5.133658
2007-10-31,sz.399106,1562.8200,1567.7400,1349.5400,1463.5400,60727942000,1103562460000.0000,3,0.417982,-4.510430
2007-11-30,sz.399106,1465.0100,1465.0700,1212.1400,1236.3100,46352558900,777458490000.0000,3,0.314056,-15.526053
2007-12-28,sz.399106,1233.1900,1456.9400,1228.4600,1447.0200,55329044300,932984400000.0000,3,0.366781,17.043460
2008-01-31,sz.399106,1450.3300,1584.4000,1310.7700,1311.2900,87399284600,1576929430000.0000,3,0.569092,-9.379967
2008-02-29,sz.399106,1309.0600,1450.8900,1232.7600,1373.8900,39652092000,687833890000.0000,3,0.255105,4.773925
2008-03-31,sz.399106,1368.1900,1423.2500,1058.4900,1098.4900,57491928400,911309310000.0000,3,0.364914,-20.045273
2008-04-30,sz.399106,1094.0900,1103.9000,871.3400,1097.7600,60050438800,825083650000.0000,3,0.370646,-0.066455
2008-05-30,sz.399106,1109.3900,1155.6800,1015.5200,1036.9900,69002534400,966808480000.0000,3,0.411339,-5.535818
2008-06-30,sz.399106,1033.4400,1046.8200,754.6300,793.1300,49513648400,553363050000.0000,3,0.279492,-23.516138
2008-07-31,sz.399106,794.4100,895.0800,765.7800,827.5900,76328682800,793358710000.0000,3,0.418964,4.344811
2008-08-29,sz.399106,822.7100,841.6700,631.6500,659.1800,43641648900,389976280000.0000,3,0.234637,-20.349448
2008-09-26,sz.399106,655.1000,655.1000,522.8900,614.0400,45466492000,341064290000.0000,3,0.240809,-6.847902
2008-10-31,sz.399106,603.7500,603.7500,462.1000,470.9100,47695857000,306430470000.0000,3,0.248688,-23.309556
2008-11-28,sz.399106,468.1100,569.1300,452.3300,539.3700,87118475900,521591120000.0000,3,0.447796,14.537810
2008-12-31,sz.399106,537.3500,628.3800,533.0900,553.3000,117140055200,783680570000.0000,3,0.587903,2.582643
2009-01-23,sz.399106,560.1000,616.4800,557.6900,610.2700,68903265600,514982780000.0000,3,0.338330,10.296403
2009-02-27,sz.399106,615.2600,771.9900,611.8300,659.0700,171159050000,1401206250000.0000,3,0.829105,7.996461
2009-03-31,sz.399106,649.9600,785.8100,648.5900,784.0800,142356360000,1247377500000.0000,3,0.676675,18.967636
2009-04-30,sz.399106,787.8300,866.0100,773.0600,828.9600,163454421200,1561098460000.0000,3,0.747940,5.723906
2009-05-27,sz.399106,832.3100,906.9100,832.3100,881.7700,130075719200,1285546980000.0000,3,0.579789,6.370633
2009-06-30,sz.399106,889.8900,971.4600,889.8900,962.2700,146975895600,1529300490000.0000,3,0.629420,9.129365
2009-07-31,sz.399106,959.8500,1138.5900,958.5600,1117.9900,201331849600,2354217970000.0000,3,0.838958,16.182568
2009-08-31,sz.399106,1122.5100,1154.5000,903.7900,904.7000,143501534800,1715452660000.0000,3,0.583737,-19.077988
2009-09-30,sz.399106,894.8100,1070.0300,887.5600,949.2300,133350626800,1583839640000.0000,3,0.535345,4.922074
2009-10-30,sz.399106,966.9900,1091.4500,966.7700,1053.9700,99798182800,1235613460000.0000,3,0.396322,11.034207
2009-11-30,sz.399106,1032.3400,1237.0500,1026.8800,1185.9400,193991040000,2483415460000.0000,3,0.762765,12.521229
2009-12-31,sz.399106,1185.7100,1240.6400,1107.0800,1201.3400,145292615200,2011432790000.0000,3,0.563612,1.298548
2010-01-29,sz.399106,1207.3300,1243.5500,1094.0300,1120.4500,131912841600,1877602100000.0000,3,0.504948,-6.733314
2010-02-26,sz.399106,1117.1400,1177.8700,1066.5000,1172.3300,74376796800,1000419450000.0000,3,0.280330,4.630282
2010-03-31,sz.399106,1173.7300,1213.6000,1129.4300,1211.2500,130254703200,1880272830000.0000,3,0.485775,3.319884
2010-04-30,sz.399106,1212.2400,1256.4200,1091.7400,1112.6800,149546297200,2312182580000.0000,3,0.542744,-8.137874
2010-05-31,sz.399106,1092.5200,1129.5000,953.0900,1033.5000,101898409200,1418185800000.0000,3,0.355689,-7.116152
2010-06-30,sz.399106,1023.1000,1077.0200,931.7600,945.2900,89491072600,1232560120000.0000,3,0.299979,-8.535075
2010-07-30,sz.399106,943.1100,1079.6500,890.2400,1075.4400,120607910000,1512202230000.0000,3,0.392676,13.768262
2010-08-31,sz.399106,1076.0100,1170.4200,1061.8200,1166.5000,162032226800,2256788460000.0000,3,0.518521,8.467232
2010-09-30,sz.399106,1167.5300,1213.0800,1137.1700,1169.0200,139280715600,2059909310000.0000,3,0.437206,0.216031
2010-10-29,sz.399106,1178.0500,1312.3300,1177.6600,1303.8500,169822868800,2591462170000.0000,3,0.526009,11.533592
2010-11-30,sz.399106,1307.6200,1412.6400,1234.0300,1307.8300,216719592400,3653405080000.0000,3,0.659595,0.305250
2010-12-31,sz.399106,1302.7400,1358.6600,1229.0300,1290.8700,130129496000,2294641370000.0000,3,0.390068,-1.296805
2011-01-31,sz.399106,1298.5900,1316.1900,1128.2500,1197.6700,85333114800,1437136890000.0000,3,0.248049,-7.219937
2011-02-28,sz.399106,1198.9700,1301.6300,1182.1900,1295.8100,93485415600,1587653460000.0000,3,0.266403,8.194244
2011-03-31,sz.399106,1296.2100,1315.4600,1249.8900,1253.6800,161697037600,2618383780000.0000,3,0.453425,-3.251248
2011-04-29,sz.399106,1253.9200,1290.9900,1180.9000,1200.6200,128456786000,1852779870000.0000,3,0.351647,-4.232340
