date,code,open,high,low,close,preclose,volume,amount,adjustflag,turn,tradestatus,pctChg,isST
1991-05-03,sz.399106,88.2700,88.2700,88.2700,88.2700,88.7200,7800,103207.0000,3,0.000111,1,-0.507219,0
1991-05-06,sz.399106,87.3800,87.3800,87.3800,87.3800,87.8300,12400,180595.0000,3,0.000177,1,-0.512359,0
1991-05-07,sz.399106,86.9500,86.9500,86.9500,86.9500,87.3800,10200,126708.0000,3,0.000145,1,-0.492104,0
1991-05-08,sz.399106,86.5200,86.5200,86.5200,86.5200,86.9500,30900,697587.0000,3,0.000440,1,-0.494537,0
1991-05-09,sz.399106,86.0800,86.0800,86.0800,86.0800,86.5200,43500,568230.0000,3,0.000620,1,-0.508547,0
1991-05-10,sz.399106,85.6500,85.6500,85.6500,85.6500,86.0800,70000,897150.0000,3,0.000997,1,-0.499536,0
1991-05-13,sz.399106,84.7800,84.7800,84.7800,84.7800,85.2000,155400,1909701.0000,3,0.002214,1,-0.492956,0
1991-05-14,sz.399106,84.4800,84.4800,84.4800,84.4800,84.7800,316000,3873610.0000,3,0.004502,1,-0.353852,0
1991-05-15,sz.399106,84.2000,84.2000,84.2000,84.2000,84.4800,395700,5663809.0000,3,0.005638,1,-0.331447,0
1991-05-16,sz.399106,83.9300,83.9300,83.9300,83.9300,84.2000,591800,8115748.0000,3,0.008432,1,-0.320661,0
1991-05-17,sz.399106,83.6700,83.6700,83.6700,83.6700,83.9300,901400,11549874.0000,3,0.012843,1,-0.309785,0
1991-05-20,sz.399106,83.0900,83.0900,83.0900,83.0900,83.3800,563100,6783411.0000,3,0.008023,1,-0.347806,0
1991-05-21,sz.399106,82.8100,82.8100,82.8100,82.8100,83.0900,370800,4589803.0000,3,0.005283,1,-0.336983,0
1991-05-22,sz.399106,82.5200,82.5200,82.5200,82.5200,82.8100,453300,5591528.0000,3,0.006459,1,-0.350200,0
1991-05-23,sz.399106,82.1100,82.1100,82.1100,82.1100,82.5200,326700,4005642.0000,3,0.004655,1,-0.496845,0
1991-05-24,sz.399106,81.7000,81.7000,81.7000,81.7000,82.1100,100800,1190053.0000,3,0.001436,1,-0.499335,0
1991-05-27,sz.399106,80.9000,80.9000,80.9000,80.9000,81.3000,132000,1510740.0000,3,0.001881,1,-0.492007,0
1991-05-28,sz.399106,80.5000,80.5000,80.5000,80.5000,80.9000,17800,216078.0000,3,0.000254,1,-0.494439,0
1991-05-29,sz.399106,80.1100,80.1100,80.1100,80.1100,80.5000,13600,257787.0000,3,0.000194,1,-0.484471,0
1991-05-30,sz.399106,79.7200,79.7200,79.7200,79.7200,80.1100,20400,285957.0000,3,0.000291,1,-0.486830,0
1991-05-31,sz.399106,79.3300,79.3300,79.3300,79.3300,79.7200,8100,95984.0000,3,0.000115,1,-0.489211,0
1991-06-03,sz.399106,78.5500,78.5500,78.5500,78.5500,78.9400,25700,327447.0000,3,0.000366,1,-0.494045,0
1991-06-04,sz.399106,78.1600,78.1600,78.1600,78.1600,78.5500,80100,957607.0000,3,0.001141,1,-0.496498,0
1991-06-05,sz.399106,77.7800,77.7800,77.7800,77.7800,78.1600,165000,1993190.0000,3,0.002351,1,-0.486188,0
1991-06-06,sz.399106,77.3900,77.3900,77.3900,77.3900,77.7800,2400,35231.0000,3,0.000034,1,-0.501413,0
1991-06-07,sz.399106,77.0000,77.0000,77.0000,77.0000,77.3900,10600,106145.0000,3,0.000151,1,-0.503940,0
1991-06-10,sz.399106,73.7900,73.7900,73.7900,73.7900,76.0900,16500,175555.0000,3,0.000166,1,-3.022730,0
1991-06-11,sz.399106,75.7600,75.7600,75.7600,75.7600,73.7900,98700,761793.0000,3,0.000995,1,2.669740,0
1991-06-12,sz.399106,75.3900,75.3900,75.3900,75.3900,75.7600,190500,1650440.0000,3,0.001921,1,-0.488388,0
1991-06-13,sz.399106,74.7000,74.7000,74.7000,74.7000,75.3900,238900,2175552.0000,3,0.002409,1,-0.915244,0
1991-06-14,sz.399106,73.7200,73.7200,73.7200,73.7200,74.7000,236200,2081145.0000,3,0.002381,1,-1.311909,0
1991-06-17,sz.399106,72.3400,72.3400,72.3400,72.3400,73.0000,210000,1808670.0000,3,0.002117,1,-0.904115,0
1991-06-18,sz.399106,72.3000,72.3000,72.3000,72.3000,72.3400,148500,1105810.0000,3,0.001497,1,-0.055285,0
1991-06-19,sz.399106,71.9100,71.9100,71.9100,71.9100,72.3000,231200,1871116.0000,3,0.002331,1,-0.539418,0
1991-06-20,sz.399106,71.2300,71.2300,71.2300,71.2300,71.9100,225000,1665700.0000,3,0.002268,1,-0.945627,0
1991-06-21,sz.399106,70.6900,70.6900,70.6900,70.6900,71.2300,180200,1262879.0000,3,0.001817,1,-0.758109,0
1991-06-24,sz.399106,69.3100,69.3100,69.3100,69.3100,70.1100,276500,1894975.0000,3,0.002788,1,-1.141068,0
1991-06-25,sz.399106,71.9200,71.9200,71.9200,71.9200,69.3100,618300,3358035.0000,3,0.003368,1,3.765692,0
1991-06-26,sz.399106,72.4400,72.4400,72.4400,72.4400,71.9200,656600,3583507.0000,3,0.003576,1,0.723032,0
1991-06-27,sz.399106,72.5500,72.5500,72.5500,72.5500,72.4400,864900,4827769.0000,3,0.004711,1,0.151851,0
1991-06-28,sz.399106,72.5100,72.5100,72.5100,72.5100,72.5500,1064300,5925688.0000,3,0.005590,1,-0.055136,0
1991-07-01,sz.399106,71.6300,71.6300,71.6300,71.6300,72.4500,979500,5471735.0000,3,0.005144,1,-1.131815,0
1991-07-02,sz.399106,69.9500,69.9500,69.9500,69.9500,71.6300,566700,3061411.0000,3,0.002976,1,-2.345387,0
1991-07-03,sz.399106,69.8400,69.8400,69.8400,69.8400,69.9500,849400,4369820.0000,3,0.003385,1,-0.157256,0
1991-07-04,sz.399106,69.0500,69.0500,69.0500,69.0500,69.8400,525200,2938094.0000,3,0.002093,1,-1.131147,0
1991-07-05,sz.399106,67.8300,67.8300,67.8300,67.8300,69.0500,635500,3521849.0000,3,0.002533,1,-1.766837,0
1991-07-08,sz.399106,65.1400,65.1400,65.1400,65.1400,66.6400,698200,3212870.0000,3,0.002782,1,-2.250900,0
1991-07-09,sz.399106,63.2400,63.2400,63.2400,63.2400,65.1400,852200,3380915.0000,3,0.003396,1,-2.916791,0
1991-07-10,sz.399106,63.4600,63.4600,63.4600,63.4600,63.2400,753500,3378398.0000,3,0.003003,1,0.347877,0
1991-07-11,sz.399106,63.0200,63.0200,63.0200,63.0200,63.4600,613700,2827057.0000,3,0.002446,1,-0.693348,0
1991-07-12,sz.399106,62.4700,62.4700,62.4700,62.4700,63.0200,851600,3592610.0000,3,0.003394,1,-0.872738,0
1991-07-15,sz.399106,61.6100,61.6100,61.6100,61.6100,62.4900,596600,2519651.0000,3,0.002378,1,-1.408227,0
1991-07-16,sz.399106,60.4600,60.4600,60.4600,60.4600,61.6100,664200,2806410.0000,3,0.002647,1,-1.866583,0
1991-07-17,sz.399106,59.8200,59.8200,59.8200,59.8200,60.4600,677200,2659935.0000,3,0.002699,1,-1.058550,0
1991-07-18,sz.399106,63.2400,63.2400,63.2400,63.2400,59.8200,593600,2827150.0000,3,0.002366,1,5.717155,0
1991-07-19,sz.399106,64.5200,64.5200,64.5200,64.5200,63.2400,1097200,6044690.0000,3,0.004373,1,2.024027,0
1991-07-22,sz.399106,62.7700,62.7700,62.7700,62.7700,62.6800,991400,4854715.0000,3,0.003951,1,0.143587,0
1991-07-23,sz.399106,62.6300,62.6300,62.6300,62.6300,62.7700,834400,4491860.0000,3,0.003325,1,-0.223035,0
1991-07-24,sz.399106,62.3400,62.3400,62.3400,62.3400,62.6300,479500,2309843.0000,3,0.001911,1,-0.463038,0
1991-07-25,sz.399106,61.8700,61.8700,61.8700,61.8700,62.3400,669800,3087320.0000,3,0.002669,1,-0.753932,0
1991-07-26,sz.399106,60.9000,60.9000,60.9000,60.9000,61.8700,701900,3361087.0000,3,0.002797,1,-1.567799,0
1991-07-29,sz.399106,60.3000,60.3000,60.3000,60.3000,60.8200,878300,3942908.0000,3,0.003500,1,-0.854983,0
1991-07-30,sz.399106,60.0600,60.0600,60.0600,60.0600,60.3000,593500,2577083.0000,3,0.002365,1,-0.398006,0
1991-07-31,sz.399106,60.1400,60.1400,60.1400,60.1400,60.0600,587500,2484944.0000,3,0.002341,1,0.133197,0
1991-08-01,sz.399106,60.1700,60.1700,60.1700,60.1700,60.1400,737900,3383308.0000,3,0.002941,1,0.049882,0
1991-08-02,sz.399106,60.1100,60.1100,60.1100,60.1100,60.1700,520900,2432494.0000,3,0.002076,1,-0.099713,0
1991-08-05,sz.399106,60.2200,60.2200,60.2200,60.2200,60.5500,560800,2525480.0000,3,0.002235,1,-0.545001,0
1991-08-06,sz.399106,59.9800,59.9800,59.9800,59.9800,60.2200,595600,2625415.0000,3,0.002374,1,-0.398541,0
1991-08-07,sz.399106,60.0200,60.0200,60.0200,60.0200,59.9800,522000,2395865.0000,3,0.002080,1,0.066690,0
1991-08-08,sz.399106,59.7000,59.7000,59.7000,59.7000,60.0200,451300,2123030.0000,3,0.001799,1,-0.533155,0
1991-08-09,sz.399106,59.2500,59.2500,59.2500,59.2500,59.7000,549200,2466030.0000,3,0.002189,1,-0.753770,0
1991-08-12,sz.399106,59.1800,59.1800,59.1800,59.1800,59.5600,540900,2297040.0000,3,0.002156,1,-0.638014,0
1991-08-13,sz.399106,58.7800,58.7800,58.7800,58.7800,59.1800,544500,2422085.0000,3,0.002170,1,-0.675907,0
1991-08-14,sz.399106,58.6000,58.6000,58.6000,58.6000,58.7800,414600,1808545.0000,3,0.001652,1,-0.306227,0
1991-08-15,sz.399106,58.1100,58.1100,58.1100,58.1100,58.6000,445400,2078790.0000,3,0.001775,1,-0.836174,0
1991-08-16,sz.399106,58.8800,58.8800,58.8800,58.8800,58.1100,599200,2541505.0000,3,0.002388,1,1.325074,0
1991-08-19,sz.399106,51.2100,51.2100,51.2100,51.2100,50.1500,858500,7548640.0000,3,0.003276,1,2.113654,0
1991-08-20,sz.399106,50.3500,50.3500,50.3500,50.3500,51.2100,821000,5783285.0000,3,0.003133,1,-1.679361,0
1991-08-21,sz.399106,50.0400,50.0400,50.0400,50.0400,50.3500,910400,7869050.0000,3,0.003474,1,-0.615685,0
1991-08-22,sz.399106,49.1800,49.1800,49.1800,49.1800,50.0400,878500,6957865.0000,3,0.003352,1,-1.718626,0
1991-08-23,sz.399106,48.9500,48.9500,48.9500,48.9500,49.1800,874000,8560975.0000,3,0.003335,1,-0.467669,0
1991-08-26,sz.399106,49.5800,49.5800,49.5800,49.5800,49.8100,935500,6733045.0000,3,0.003570,1,-0.461754,0
1991-08-27,sz.399106,49.0600,49.0600,49.0600,49.0600,49.5800,942300,6029785.0000,3,0.003596,1,-1.048811,0
1991-08-28,sz.399106,49.0600,49.0600,49.0600,49.0600,49.0600,838600,6156585.0000,3,0.003200,1,0.000000,0
1991-08-29,sz.399106,48.9900,48.9900,48.9900,48.9900,49.0600,702100,5520530.0000,3,0.002679,1,-0.142682,0
1991-08-30,sz.399106,48.8300,48.8300,48.8300,48.8300,48.9900,731600,5407875.0000,3,0.002792,1,-0.326597,0
1991-09-02,sz.399106,48.5200,48.5200,48.5200,48.5200,48.7200,938700,6344265.0000,3,0.003582,1,-0.410511,0
1991-09-03,sz.399106,48.2900,48.2900,48.2900,48.2900,48.5200,1271800,8262890.0000,3,0.004853,1,-0.474030,0
1991-09-04,sz.399106,47.9600,47.9600,47.9600,47.9600,48.2900,783400,4893360.0000,3,0.002989,1,-0.683375,0
1991-09-05,sz.399106,47.3500,47.3500,47.3500,47.3500,47.9600,1198800,9960980.0000,3,0.004575,1,-1.271895,0
1991-09-06,sz.399106,45.6600,45.6600,45.6600,45.6600,47.3500,1110300,7749400.0000,3,0.004237,1,-3.569163,0
1991-09-09,sz.399106,46.2500,46.2500,46.2500,46.2500,46.0100,1401300,11948490.0000,3,0.005347,1,0.521629,0
1991-09-10,sz.399106,46.4000,46.4000,46.4000,46.4000,46.2500,1180300,8841580.0000,3,0.004504,1,0.324328,0
1991-09-11,sz.399106,47.0700,47.0700,47.0700,47.0700,46.4000,1131200,9482930.0000,3,0.004317,1,1.443962,0
1991-09-12,sz.399106,47.2000,47.2000,47.2000,47.2000,47.0700,1088700,8225140.0000,3,0.004154,1,0.276187,0
1991-09-13,sz.399106,47.1500,47.1500,47.1500,47.1500,47.2000,1374900,13497365.0000,3,0.005247,1,-0.105931,0
1991-09-16,sz.399106,46.6200,46.6200,46.6200,46.6200,47.0000,709400,5221910.0000,3,0.002707,1,-0.808513,0
1991-09-17,sz.399106,46.4800,46.4800,46.4800,46.4800,46.6200,763900,6129280.0000,3,0.002915,1,-0.300299,0
1991-09-18,sz.399106,46.3200,46.3200,46.3200,46.3200,46.4800,753900,5805460.0000,3,0.002877,1,-0.344234,0
1991-09-19,sz.399106,46.0600,46.0600,46.0600,46.0600,46.3200,878400,7064210.0000,3,0.003352,1,-0.561309,0
1991-09-20,sz.399106,45.9800,45.9800,45.9800,45.9800,46.0600,579800,4818480.0000,3,0.002212,1,-0.173690,0
1991-09-23,sz.399106,46.0400,46.0400,46.0400,46.0400,46.0300,551700,4424045.0000,3,0.002105,1,0.021730,0
1991-09-24,sz.399106,45.8100,45.8100,45.8100,45.8100,46.0400,444300,3274165.0000,3,0.001695,1,-0.499565,0
1991-09-25,sz.399106,46.0700,46.0700,46.0700,46.0700,45.8100,724500,5012360.0000,3,0.002765,1,0.567558,0
1991-09-26,sz.399106,46.1800,46.1800,46.1800,46.1800,46.0700,516200,3116835.0000,3,0.001970,1,0.238768,0
1991-09-27,sz.399106,46.5000,46.5000,46.5000,46.5000,46.1800,716400,4543270.0000,3,0.002734,1,0.692940,0
1991-10-03,sz.399106,49.4800,49.4800,49.4800,49.4800,46.8700,1252800,7830215.0000,3,0.004781,1,5.568595,0
1991-10-04,sz.399106,49.0400,49.0400,49.0400,49.0400,49.4800,1683400,12043840.0000,3,0.006424,1,-0.889245,0
1991-10-07,sz.399106,55.1000,55.1000,55.1000,55.1000,49.4000,2274800,15719900.0000,3,0.008680,1,11.538460,0
1991-10-08,sz.399106,65.1900,65.1900,65.1900,65.1900,55.1000,4343400,36845105.0000,3,0.016574,1,18.312170,0
1991-10-09,sz.399106,77.7600,77.7600,77.7600,77.7600,65.1900,6216400,53782810.0000,3,0.023721,1,19.282100,0
1991-10-10,sz.399106,70.8100,70.8100,70.8100,70.8100,77.7600,5972900,55937790.0000,3,0.022792,1,-8.937762,0
1991-10-11,sz.399106,73.0900,73.0900,73.0900,73.0900,70.8100,5323200,49823520.0000,3,0.020313,1,3.219882,0
1991-10-14,sz.399106,75.6700,75.6700,75.6700,75.6700,75.2800,4644300,44652990.0000,3,0.017722,1,0.518065,0
1991-10-15,sz.399106,72.2400,72.2400,72.2400,72.2400,75.6700,2806600,25372145.0000,3,0.010710,1,-4.532840,0
1991-10-16,sz.399106,71.0600,71.0600,71.0600,71.0600,72.2400,2748400,26230380.0000,3,0.010488,1,-1.633445,0
1991-10-17,sz.399106,73.5900,73.5900,73.5900,73.5900,71.0600,3658900,32638840.0000,3,0.013962,1,3.560370,0
1991-10-18,sz.399106,74.1800,74.1800,74.1800,74.1800,73.5900,3184900,32701385.0000,3,0.012153,1,0.801745,0
1991-10-21,sz.399106,73.7300,73.7300,73.7300,73.7300,73.9800,2025200,21955500.0000,3,0.007728,1,-0.337929,0
1991-10-22,sz.399106,72.4500,72.4500,72.4500,72.4500,73.7300,1933400,20178005.0000,3,0.007378,1,-1.736073,0
1991-10-23,sz.399106,73.1600,73.1600,73.1600,73.1600,72.4500,2269300,23376985.0000,3,0.008659,1,0.979996,0
1991-10-24,sz.399106,73.8900,73.8900,73.8900,73.8900,73.1600,2327200,25200745.0000,3,0.008880,1,0.997807,0
1991-10-25,sz.399106,74.2500,74.2500,74.2500,74.2500,73.8900,1943500,20569370.0000,3,0.007416,1,0.487212,0
1991-10-28,sz.399106,77.8100,77.8100,77.8100,77.8100,74.2500,2580400,29911255.0000,3,0.009847,1,4.794610,0
1991-10-29,sz.399106,79.9200,79.9200,79.9200,79.9200,77.8100,3369100,38326570.0000,3,0.012856,1,2.711735,0
1991-10-30,sz.399106,80.8100,80.8100,80.8100,80.8100,79.9200,4321400,42670415.0000,3,0.016490,1,1.113613,0
1991-10-31,sz.399106,86.1800,86.1800,86.1800,86.1800,80.8100,4605800,48284895.0000,3,0.017575,1,6.645221,0
1991-11-01,sz.399106,92.8400,92.8400,92.8400,92.8400,86.1800,4683300,55593245.0000,3,0.017871,1,7.728007,0
1991-11-04,sz.399106,102.8700,102.8700,102.8700,102.8700,93.5900,5655700,74690560.0000,3,0.021582,1,9.915596,0
1991-11-05,sz.399106,103.4600,103.4600,103.4600,103.4600,102.8700,6157800,91362950.0000,3,0.023498,1,0.573536,0
1991-11-06,sz.399106,99.0600,99.0600,99.0600,99.0600,103.4600,5949300,73516145.0000,3,0.022702,1,-4.252853,0
1991-11-07,sz.399106,101.7200,101.7200,101.7200,101.7200,99.0600,5284000,74261905.0000,3,0.020163,1,2.685245,0
1991-11-08,sz.399106,103.6800,103.6800,103.6800,103.6800,101.7200,6108400,77393135.0000,3,0.023309,1,1.926857,0
1991-11-12,sz.399106,128.3900,128.3900,128.3900,128.3900,109.5200,4803000,80558105.0000,3,0.018328,1,17.229730,0
1991-11-13,sz.399106,131.8400,131.8400,131.8400,131.8400,128.3900,5878600,110415865.0000,3,0.022432,1,2.687123,0
1991-11-14,sz.399106,136.9400,136.9400,136.9400,136.9400,131.8400,4935700,89229695.0000,3,0.018834,1,3.868330,0
1991-11-15,sz.399106,131.6200,131.6200,131.6200,131.6200,136.9400,4991700,93843370.0000,3,0.019048,1,-3.884918,0
1991-11-18,sz.399106,104.2000,104.2000,104.2000,104.2000,128.0500,4053700,59338375.0000,3,0.015469,1,-18.625540,0
1991-11-19,sz.399106,123.1700,123.1700,123.1700,123.1700,104.2000,4064500,65488685.0000,3,0.015510,1,18.205380,0
1991-11-20,sz.399106,122.1200,122.1200,122.1200,122.1200,123.1700,3596700,62233650.0000,3,0.013725,1,-0.852477,0
1991-11-21,sz.399106,116.1000,116.1000,116.1000,116.1000,122.1200,2658200,41734460.0000,3,0.010143,1,-4.929581,0
1991-11-22,sz.399106,119.9300,119.9300,119.9300,119.9300,116.1000,2832200,46722990.0000,3,0.010807,1,3.298882,0
1991-11-25,sz.399106,114.4900,114.4900,114.4900,114.4900,119.3100,2268400,34918035.0000,3,0.008656,1,-4.039896,0
1991-11-26,sz.399106,106.7400,106.7400,106.7400,106.7400,114.4900,3264200,47774720.0000,3,0.012456,1,-6.769151,0
1991-11-27,sz.399106,112.4200,112.4200,112.4200,112.4200,106.7400,3067200,46174620.0000,3,0.011704,1,5.321342,0
1991-11-28,sz.399106,107.5000,107.5000,107.5000,107.5000,112.4200,3116900,49490050.0000,3,0.011894,1,-4.376444,0
1991-11-29,sz.399106,103.3800,103.3800,103.3800,103.3800,107.5000,2956900,39676380.0000,3,0.011283,1,-3.832561,0
1991-12-02,sz.399106,100.0300,100.0300,100.0300,100.0300,100.9300,3244800,41969070.0000,3,0.012382,1,-0.891709,0
1991-12-03,sz.399106,104.3400,104.3400,104.3400,104.3400,100.0300,2180200,30593125.0000,3,0.008319,1,4.308705,0
1991-12-04,sz.399106,104.8700,104.8700,104.8700,104.8700,104.3400,2171100,30244355.0000,3,0.008285,1,0.507961,0
1991-12-05,sz.399106,101.0500,101.0500,101.0500,101.0500,104.8700,1070800,14447790.0000,3,0.004086,1,-3.642605,0
1991-12-06,sz.399106,102.7000,102.7000,102.7000,102.7000,101.0500,1680400,21879880.0000,3,0.006412,1,1.632849,0
1991-12-09,sz.399106,104.5600,104.5600,104.5600,104.5600,103.7900,2178200,28261695.0000,3,0.008312,1,0.741879,0
1991-12-10,sz.399106,105.7400,105.7400,105.7400,105.7400,104.5600,2084900,28643995.0000,3,0.007956,1,1.128539,0
1991-12-11,sz.399106,105.0400,105.0400,105.0400,105.0400,105.7400,1578500,22093810.0000,3,0.006023,1,-0.661998,0
1991-12-12,sz.399106,103.1800,103.1800,103.1800,103.1800,105.0400,1271800,15063335.0000,3,0.004853,1,-1.770755,0
1991-12-13,sz.399106,100.7800,100.7800,100.7800,100.7800,103.1800,3001700,31765685.0000,3,0.011454,1,-2.326034,0
1991-12-16,sz.399106,102.8200,102.8200,102.8200,102.8200,102.2200,1704900,20401225.0000,3,0.006506,1,0.586968,0
1991-12-17,sz.399106,101.8100,101.8100,101.8100,101.8100,102.8200,1314500,15816360.0000,3,0.005016,1,-0.982301,0
1991-12-18,sz.399106,101.8300,101.8300,101.8300,101.8300,101.8100,1208600,15414520.0000,3,0.004612,1,0.019649,0
1991-12-19,sz.399106,101.4100,101.4100,101.4100,101.4100,101.8300,1269000,15857590.0000,3,0.004842,1,-0.412450,0
1991-12-20,sz.399106,101.1300,101.1300,101.1300,101.1300,101.4100,1216500,15230505.0000,3,0.004642,1,-0.276113,0
1991-12-23,sz.399106,102.6100,102.6100,102.6100,102.6100,101.4400,1483500,19438670.0000,3,0.005661,1,1.153389,0
1991-12-24,sz.399106,110.4700,110.4700,110.4700,110.4700,102.6100,3735700,43020250.0000,3,0.014255,1,7.660072,0
1991-12-25,sz.399106,110.0500,110.0500,110.0500,110.0500,110.4700,2935800,41415920.0000,3,0.011203,1,-0.380192,0
1991-12-26,sz.399106,106.5700,106.5700,106.5700,106.5700,110.0500,2394800,31877550.0000,3,0.009138,1,-3.162202,0
1991-12-27,sz.399106,108.3400,108.3400,108.3400,108.3400,106.5700,2218200,30277165.0000,3,0.008464,1,1.660877,0
1991-12-30,sz.399106,109.2300,109.2300,109.2300,109.2300,110.8000,1510400,20875855.0000,3,0.005764,1,-1.416967,0
1991-12-31,sz.399106,110.3700,110.3700,110.3700,110.3700,109.2300,1094000,14585620.0000,3,0.004150,1,1.043669,0
1992-01-02,sz.399106,110.5300,110.5300,110.5300,110.5300,110.3700,1810900,26534650.0000,3,0.006870,1,0.144963,0
1992-01-03,sz.399106,110.1700,110.1700,110.1700,110.1700,110.5300,1825200,26621995.0000,3,0.006924,1,-0.325704,0
1992-01-06,sz.399106,111.3200,111.3200,111.3200,111.3200,110.1700,2392500,34639515.0000,3,0.009077,1,1.043843,0
1992-01-07,sz.399106,112.9000,112.9000,112.9000,112.9000,111.3200,3306200,48672105.0000,3,0.012543,1,1.419333,0
1992-01-08,sz.399106,112.0900,112.0900,112.0900,112.0900,112.9000,2440300,35751265.0000,3,0.009258,1,-0.717454,0
1992-01-09,sz.399106,112.7400,112.7400,112.7400,112.7400,112.0900,1270300,19085440.0000,3,0.004819,1,0.579893,0
1992-01-10,sz.399106,113.0800,113.0800,113.0800,113.0800,112.7400,1003100,16060155.0000,3,0.003806,1,0.301582,0
1992-01-13,sz.399106,111.9700,111.9700,111.9700,111.9700,113.0800,1038800,16375660.0000,3,0.003941,1,-0.981606,0
1992-01-14,sz.399106,110.3300,110.3300,110.3300,110.3300,111.9700,936700,12985105.0000,3,0.003554,1,-1.464677,0
1992-01-15,sz.399106,109.2100,109.2100,109.2100,109.2100,110.3300,2374800,29335360.0000,3,0.009009,1,-1.015139,0
1992-01-16,sz.399106,107.0800,107.0800,107.0800,107.0800,109.2100,1233100,16785535.0000,3,0.004678,1,-1.950368,0
1992-01-17,sz.399106,108.3600,108.3600,108.3600,108.3600,107.0800,1158700,16137940.0000,3,0.004396,1,1.195367,0
1992-01-20,sz.399106,109.7400,109.7400,109.7400,109.7400,108.3600,1719200,20357865.0000,3,0.006522,1,1.273530,0
1992-01-21,sz.399106,108.6000,108.6000,108.6000,108.6000,109.7400,975800,14561220.0000,3,0.003702,1,-1.038818,0
1992-01-22,sz.399106,108.3000,108.3000,108.3000,108.3000,108.6000,1550500,19712085.0000,3,0.005882,1,-0.276239,0
1992-01-23,sz.399106,109.0700,109.0700,109.0700,109.0700,108.3000,1379300,17688565.0000,3,0.005233,1,0.710985,0
1992-01-24,sz.399106,110.1500,110.1500,110.1500,110.1500,109.0700,1428400,20658900.0000,3,0.005419,1,0.990192,0
1992-01-27,sz.399106,109.3200,109.3200,109.3200,109.3200,110.1500,1960800,26887030.0000,3,0.007439,1,-0.753520,0
1992-01-28,sz.399106,109.8200,109.8200,109.8200,109.8200,109.3200,1340900,20250135.0000,3,0.005087,1,0.457373,0
1992-01-29,sz.399106,110.9800,110.9800,110.9800,110.9800,109.8200,1402200,21232005.0000,3,0.005320,1,1.056277,0
1992-01-30,sz.399106,112.5700,112.5700,112.5700,112.5700,110.9800,1382300,22066720.0000,3,0.005244,1,1.432687,0
1992-01-31,sz.399106,114.7000,114.7000,114.7000,114.7000,112.5700,1652900,26620820.0000,3,0.006271,1,1.892154,0
1992-02-10,sz.399106,114.4600,114.4600,114.4600,114.4600,116.3600,955900,16433290.0000,3,0.003626,1,-1.632865,0
1992-02-11,sz.399106,114.4900,114.4900,114.4900,114.4900,114.4600,847200,15050540.0000,3,0.003214,1,0.026209,0
1992-02-12,sz.399106,115.3100,115.3100,115.3100,115.3100,114.4900,718300,12742850.0000,3,0.002725,1,0.716220,0
